user_id,fraud_score,behavior_score,similarity_score,rating_entropy_score,cluster_score,reviews_per_user,cluster_id,degree,rank
A2R6RA8FRBS608,0.43874636331765415,0.11503495060042569,0.6297449284421657,0.462602180600604,0.6171168396274569,8,2,611,29
A2EJPGQV89WOTD,0.43763088453351895,0.13331781622572217,0.9563851364669986,0.5,0.23415702219621035,2,7,79,30
A3MV1KKHX51FYT,0.43577774269370523,0.0006408565443401349,0.848268103058146,1.0,0.09407383986346662,4,0,33,31
A3S87ZOPB3UM9N,0.43540028336142594,0.0015465871878462985,0.5623956566549746,1.0,0.3773495721653138,5,0,322,32
A1IF3VUAXBTX00,0.43435699925867965,0.06664597718985181,0.9894774424631351,0.5,0.26797538194376147,2,0,21,33
A3DU46KRC2JFKH,0.43273487152517864,0.0002024663698576996,0.3403287665440702,1.0,0.590367759912815,2,4,1020,34
A1MJWOYNJSZPPJ,0.42817727245598314,0.0094986865876772,0.3785752708484663,1.0,0.5227353950702537,3,0,260,35
A2HDTOF8222KN3,0.4243806017137235,0.13013125146754975,0.18952607771581673,1.0,0.5518388273780175,6,2,683,36
A2AA9EL5OTG0T5,0.4221691405752894,0.19998965526159254,0.3340860930724496,1.0,0.314602882914797,3,1,504,37
A3LTNIGTIUUEN9,0.42140659165382055,0.16528079936127038,0.18839737989711614,1.0,0.4988920274846415,3,0,268,38
A14JBDSWKPKTZA,0.4209819977382475,0.00019020429900508517,0.5612640017630587,1.0,0.3224357440311253,7,0,752,39
A2Q6VIQLGXXLGD,0.41702010990798255,0.00010896492655144208,0.2834958977494879,1.0,0.5844537839705807,2,3,543,40
A3BSPXD2A2UQ2T,0.41452732416610194,0.0034831823137640825,0.5473908616418206,1.0,0.30653861624607043,2,0,72,41
A35TD8QAUMV0DB,0.410340699711055,0.0013075749346988387,0.2871604030130227,1.0,0.5526333059095588,2,3,573,42
A1KUEYKLNP6CIW,0.41033016282486867,0.16538394267661052,0.3282570371727448,1.0,0.314602882914797,3,1,504,43
A2E2I580OO3HET,0.40949788657159025,0.000714936365491102,0.5305950064017013,1.0,0.30653861624607043,2,0,72,44
A1NAR74A45O0AV,0.40829474911581765,0.13331781622572217,0.3542655820537246,1.0,0.3189320349386792,2,1,48,45
A2H9S6PTI94ELV,0.40775310783427726,0.022198084499271558,0.46103913625173787,1.0,0.3433355936862452,2,1,307,46
AN81JUYW2SL24,0.4069993493651144,0.1634325583521211,0.13936775040634358,1.0,0.4925105770315686,3,0,270,47
A291IOKN3QEQNQ,0.40667836473705105,0.13331781622572217,0.32339648579109226,1.0,0.3433355936862452,2,1,307,48
A38LHIAC52T0UH,0.4065151221428719,0.26330820626054513,0.25500529315692555,1.0,0.2550853479019077,3,0,323,49
AJJB4D6Y3T7AC,0.40586989017399333,0.13331781622572217,0.1795865153500631,1.0,0.4839116658750434,2,0,273,50
AJZPEEL1HULPU,0.4053962464178227,0.13331781622572217,0.3137490552842551,1.0,0.3478545509161689,2,0,61,51
A2T04VAIXSKJH2,0.40478298005251084,0.13331781622572217,0.3438091236903562,1.0,0.3153414170488204,2,0,43,52
A1G9SOE51HET8E,0.40382570043285126,0.0009843175333128006,0.5185048079212271,1.0,0.29561681277020263,2,7,58,53
A29KEBGOFM7WP3,0.4033303608442733,0.13331781622572217,0.33440802896754745,1.0,0.3189320349386792,2,1,48,54
A1BT9SD02Q6DO7,0.4026042935766258,0.13331781622572217,0.05613364054452178,1.0,0.5943021542911149,2,4,642,55
A3A9O355TNBWKK,0.40147617495980825,0.0006475910735356775,0.40437989008500264,1.0,0.40074770046598734,2,7,80,56
A22V3DIEBWPRKW,0.3997555919449566,0.13331781622572217,0.0545872043383788,1.0,0.5844537839705807,2,3,543,57
A2ZI97NDT655W4,0.39974326060776383,0.13331781622572217,0.33117218131284226,1.0,0.30781948164734657,2,2,48,58
AH91ZJ8W8NCLR,0.3969722279956396,0.013308505961155506,0.2269590623622908,1.0,0.5449596424668811,2,2,456,59
A37WZJIGAQRPSL,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,60
A36X82VV95S49L,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,61
A5RX8JTDW08PT,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,62
A6G3U9XJ8JCZM,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,63
A36FLCHRBNUUCV,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,64
A4RKE6DNDRTY2,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,65
A2RMTTDT5Z6G86,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,66
A2RMLJU43O2OQI,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,67
A14GSHEE7T0KCC,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,68
A32V4TT1ZJVY2G,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,69
A3WFXFCLASQMP,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,70
A33F0ISF1P9RCH,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,71
A3W3B9CBCR4JTX,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,72
A344ITZYE55Q68,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,73
A35PIXLJIUTKZN,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,74
A35NPKN2RKX8LH,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,75
A35AAI6C5QX0HA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,76
A347LTN4RU2FL1,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,77
A34P5X5GO870GJ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,78
A4BPS6GEFHNAY,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,79
A6Y2332S1BKOH,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,80
A6T02WJLLG3X6,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,81
A2WSDJTS2R1R8J,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,82
A2WPNDAAIT2512,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,83
A2W5S26XTAFD97,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,84
A2VWHEZTQQU1U9,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,85
A2VD05UT6B7RE6,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,86
A2V6XBM524KND3,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,87
A37UU7LD4MWAJQ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,88
A2UZAE40KB0DA9,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,89
A2UWPFYTMPW6S5,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,90
A2UH53Z5LKV0BI,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,91
A2TLKM8E9CDIMP,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,92
A13VCBOZ3ZG2UV,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,93
A9LRAZ5B8377G,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,94
A9JA9GJKHLHJ9,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,95
A1B7VOFF2O3VQE,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,96
A2T5B1BCHNT2S7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,97
A2SSVSLIHRX2CJ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,98
A5RM7VF99O19G,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,99
A5MHDBJKXP2ZJ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,100
A2SJ3UV3NVZKG5,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,101
A5834FSAH2HZQ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,102
A19W47CXJJP1MI,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,103
A2SK02OCIRA12P,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,104
A320HZ92MYZ2FC,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,105
A31ECARG9W729,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,106
A7ZADIMTO4XG8,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,107
A30EBZKII2V5VX,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,108
A2SNID1IYR1TBU,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,109
A2Z80Q127S64HA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,110
A2YFS3AYX720ZX,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,111
A2SONKFWNN2R2R,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,112
A2YD3067K4RN5P,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,113
A2XKROL6XBFHT3,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,114
A2XEU185B1GGUL,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,115
A897O2C4YYKIA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,116
A30TX7RLZY0M0G,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,117
A3OU81LAFVJOIN,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,118
A17IVNVGY54H15,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,119
A3IONEIQB9028N,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,120
A3IMVS1U3KP024,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,121
A3IA8GX9LFUDHY,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,122
A3I7LQ4SD5WZ72,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,123
A3I4LKBE81T7QC,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,124
A3HUJBSBIG4HPG,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,125
A3HT7V9SDMR6U7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,126
A3U521S7IPSFZG,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,127
A15ILDWLB5EY55,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,128
A3RS2VSXYYHUM0,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,129
A3RRQS6NNHDBDU,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,130
A3RC6GTUFKEY7Y,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,131
A3RBUDUMPG6X6E,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,132
A17SJC2BPIF6RA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,133
A3HOOMIX87687Y,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,134
A3HFCOYO3TOZ24,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,135
A3GTTII3IQTANG,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,136
A3GFS9L5GENQC7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,137
A15N5RY4YGRQRQ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,138
AYEQSGT02CAP3,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,139
AY4RKND47OQHJ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,140
A1H0NIDFVV1FTU,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,141
A1HH194Z0PL1E4,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,142
A3OTQX89VGYPUI,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,143
A3OD7IIQBNTB0D,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,144
A3O8QKI08JRNL,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,145
A3MAMHEH3YFW30,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,146
A3M7WD5FSOCITM,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,147
A3PNHNCDRNJYUX,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,148
A3KY5RJPX71812,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,149
A3KORSMLKNAR22,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,150
A3K6NC9PYFGJ2H,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,151
A3K1AZRGMQ6IIU,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,152
A3JRRJ9W47KFJ7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,153
A3JLBMXPEENJ9T,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,154
A3JGPO77OQC2S6,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,155
A3QFSS0ZBC8K13,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,156
A3QFRGBN5P0R3S,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,157
A3Q4M88EWD0S5Z,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,158
A3LORCWJYRJRU5,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,159
A3C5WJ09BI3EBO,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,160
A3C00N4UHA5XYX,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,161
A3BJDNLXO9V10F,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,162
A14VEJF020O9D2,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,163
A14SAQRMULWQBV,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,164
A3VHI0VC0ZWEDX,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,165
A3VC5NV5NAJ2V4,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,166
A3UNURO1UUPCFA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,167
A3UI5ODGOLAXEI,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,168
A3GB11PXY2DW5R,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,169
A3U47B6C3QW94L,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,170
A3B5ITYRN84C4H,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,171
A3AZED5QHTI9M7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,172
A3A59WOOIH35HF,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,173
A39G12JD41N65D,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,174
A39ANGL5T77E0B,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,175
A38YWVKHDGWXFF,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,176
A38LYMP23O1111,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,177
A38LIND13AS5OI,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,178
A38DL9ER9ZHC9P,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,179
A3U5UT3EH2REVK,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,180
A3G8PHTYONNTQM,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,181
A3FL5F9G2X4M4U,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,182
A3FHMNZ3V6LJU7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,183
A3EZVW0KD3EUA8,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,184
A3E3P8LUD48X6C,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,185
A3T7V207KRDE2O,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,186
A15ESHE412BUGE,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,187
A3T6Z4XWXWGEEN,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,188
A3SK4WFWME8A8N,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,189
A3E1R7VPFBXDHQ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,190
A3C7PUJ7THYRNY,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,191
A3D1MNFKW1Z3QJ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,192
A3CPX9XWN4ZAFK,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,193
A3CO12S3VULW4G,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,194
A3TVMXWL9LNESD,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,195
A3TKSUEV4E9PV6,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,196
A3THSN6BVZKFQ4,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,197
A3TD773DK6D77R,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,198
A3TCKXJSSIHXEW,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,199
A3TA1UJWRJF9NC,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,200
A3T832UNT3QOB0,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,201
A3DOG3PQ6UT7XT,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,202
AQK01UMFP9MND,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,203
AQDRATIHAKWSU,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,204
AQ2HWACJ2H08G,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,205
A1ZWMRDI2N6EMS,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,206
A1ZLD397GS5ZCR,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,207
A1Z7U9K6X3FEOU,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,208
A1Z5OW2BJI5LN2,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,209
A1Z2HOY56LNIQA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,210
A1XXFXNL0TDS5X,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,211
ACH68ZSP1V79J,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,212
A1F7XETXDDGRBE,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,213
A1F4MJOW5947LT,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,214
A1XNZ5YOKS51G7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,215
A1XNYVXCXL93RA,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,216
A1X00K34LV0PBB,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,217
A1WORIFR4ZF3J,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,218
ASFTFWEKF1KKR,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,219
ARO8OA4O33PL3,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,220
A1V68CETC0BXV7,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,221
A1F898XZRR8C28,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,222
A1E5M5Q3L9PCVV,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,223
A290RDSYTFRU7J,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,224
A27PQJHUSWNZZ0,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,225
A27L67S8O0TU0A,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,226
APYJH0HLLK09U,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,227
APFNDSGVBG7UG,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,228
A1ED8VDWRL12Q5,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,229
A26UZ7UQWAHAVJ,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,230
A266AKA2T51O0C,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,231
AQLL2R1PPR46X,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,232
A25SJLO22V5GXO,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,233
A1EDIAKY68UOFG,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,234
A24HQQ50SO3A0O,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,235
A22G1YTUVN14MN,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,236
A21O3NIG8WX0X4,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,237
A21J0FB66EIBM9,0.3962662482467759,0.06664597718985181,0.0,1.0,0.7050898203592815,1,4,551,238
