user_id,reviews_per_user,reviews_per_day,burst_activity_score,unique_products,product_concentration,avg_hours_between_reviews,days_active
A11N54DYZ6NT3K,1,1.0,0.0,1,0.0,0.0,1
A11NR4AJK9TNQM,1,1.0,0.0,1,0.0,0.0,1
A11NRU3W8RS375,1,1.0,0.0,1,0.0,0.0,1
A11QDRK8G3TVP7,1,1.0,0.0,1,0.0,0.0,1
A11QNB7FPVY3V,1,1.0,0.0,1,0.0,0.0,1
A11T5128OZMUY4,1,1.0,0.0,1,0.0,0.0,1
A11T76EZ8AG96E,1,1.0,0.0,1,0.0,0.0,1
A11V8U5E758U8U,1,1.0,0.0,1,0.0,0.0,1
A11V9E4044WFNK,1,1.0,0.0,1,0.0,0.0,1
A11VI2ORDN0AHS,1,1.0,0.0,1,0.0,0.0,1
A11Y89064TEGQ8,1,1.0,0.0,1,0.0,0.0,1
A11YC90BA0KJQ7,1,1.0,0.0,1,0.0,0.0,1
A11ZI425LVTVH7,1,1.0,0.0,1,0.0,0.0,1
A11ZMOBS6NWMB,1,1.0,0.0,1,0.0,0.0,1
A11ZP93TJED4T6,1,1.0,0.0,1,0.0,0.0,1
A120ULF73SUTI9,1,1.0,0.0,1,0.0,0.0,1
A1210QJT54O8T0,1,1.0,0.0,1,0.0,0.0,1
A124AKDXC26XT9,1,1.0,0.0,1,0.0,0.0,1
A124ZQ5I18IAB,1,1.0,0.0,1,0.0,0.0,1
A1263RB8HKHD76,1,1.0,0.0,1,0.0,0.0,1
A127GZ51PD786F,1,1.0,0.0,1,0.0,0.0,1
A127KI9JEAESJ1,1,1.0,0.0,1,0.0,0.0,1
A127P8A5QQ05KN,1,1.0,0.0,1,0.0,0.0,1
A127X09WZNT908,1,1.0,0.0,1,0.0,0.0,1
A129AN1EZZVG61,1,1.0,0.0,1,0.0,0.0,1
A12A8LU93A132U,1,1.0,0.0,1,0.0,0.0,1
A12AT4IWHODYRP,1,1.0,0.0,1,0.0,0.0,1
A12AU3CNAWYO5D,1,1.0,0.0,1,0.0,0.0,1
A12AYONFLIYMSZ,1,1.0,0.0,1,0.0,0.0,1
A12BD1BM69K25L,1,1.0,0.0,1,0.0,0.0,1
A12C1TVFHW1JX2,1,1.0,0.0,1,0.0,0.0,1
A12D2E7JYO5IPG,1,1.0,0.0,1,0.0,0.0,1
A12DLJESJKM1OQ,1,1.0,0.0,1,0.0,0.0,1
A12EMDRJ838FPF,1,1.0,0.0,1,0.0,0.0,1
A12ENBT314RFXR,1,1.0,0.0,1,0.0,0.0,1
A12EO7KLFN2JLU,1,1.0,0.0,1,0.0,0.0,1
A12EPLIQ9BBXIZ,1,1.0,0.0,1,0.0,0.0,1
A12F8OG8CKZU9L,1,1.0,0.0,1,0.0,0.0,1
A12G7V6HEAQ9JK,1,1.0,0.0,1,0.0,0.0,1
A12GIOKE26ZFKJ,1,1.0,0.0,1,0.0,0.0,1
A12HW0ECID12WF,1,1.0,0.0,1,0.0,0.0,1
A12I3HHLUD6WY9,1,1.0,0.0,1,0.0,0.0,1
A12L8U16SFK06N,1,1.0,0.0,1,0.0,0.0,1
A12LIH1OJZIDKZ,1,1.0,0.0,1,0.0,0.0,1
A12N7MLCZZ797E,1,1.0,0.0,1,0.0,0.0,1
A12NAEUGYXUIRD,1,1.0,0.0,1,0.0,0.0,1
A12OILS0DDD1K9,1,1.0,0.0,1,0.0,0.0,1
A12PFARGH9ELDI,1,1.0,0.0,1,0.0,0.0,1
A12Q2PV6TZ6XX9,1,1.0,0.0,1,0.0,0.0,1
A12Q2ZZJFKNQ4S,1,1.0,0.0,1,0.0,0.0,1
A12RHMNTCAV5Z7,2,0.00980392156862745,0.0,2,0.0,4872.0,204
A12RHQPWEZWAAH,1,1.0,0.0,1,0.0,0.0,1
A12S3E4HK8330R,2,2.0,0.0,2,0.0,0.0,1
A12SBVZP1QK9GM,1,1.0,0.0,1,0.0,0.0,1
A12SQEAX4EOM13,1,1.0,0.0,1,0.0,0.0,1
A12T2YJDP004C2,1,1.0,0.0,1,0.0,0.0,1
A12TAFRBBG9EI6,1,1.0,0.0,1,0.0,0.0,1
A12TECTYSRJ3UR,1,1.0,0.0,1,0.0,0.0,1
A12TM9OYN1GR0E,1,1.0,0.0,1,0.0,0.0,1
A12U739X0STRAO,1,1.0,0.0,1,0.0,0.0,1
A12UB0W1MAK18U,1,1.0,0.0,1,0.0,0.0,1
A12UGBVBI2NI7X,1,1.0,0.0,1,0.0,0.0,1
A12UQZS58C1DQ6,1,1.0,0.0,1,0.0,0.0,1
A12VYWCG0OBMM9,1,1.0,0.0,1,0.0,0.0,1
A12XCRHPREC51Y,1,1.0,0.0,1,0.0,0.0,1
A12YC1CY1XZ6KQ,1,1.0,0.0,1,0.0,0.0,1
A1302F5IP6W9Q1,1,1.0,0.0,1,0.0,0.0,1
A130VGG4P4PW5J,1,1.0,0.0,1,0.0,0.0,1
A130WL3J4YFXK9,1,1.0,0.0,1,0.0,0.0,1
A131XK438X81X9,1,1.0,0.0,1,0.0,0.0,1
A132Q9YLCIRHDN,1,1.0,0.0,1,0.0,0.0,1
A132UAXQEMO52E,1,1.0,0.0,1,0.0,0.0,1
A133RMLL2B6OC9,1,1.0,0.0,1,0.0,0.0,1
A133Z74IY6J9D7,1,1.0,0.0,1,0.0,0.0,1
A134XZNXCGU7JD,1,1.0,0.0,1,0.0,0.0,1
A135MK4P9G8EDX,1,1.0,0.0,1,0.0,0.0,1
A1365J9VYWUHXB,1,1.0,0.0,1,0.0,0.0,1
A137OOBMF8P43D,1,1.0,0.0,1,0.0,0.0,1
A13831TMEGELTX,1,1.0,0.0,1,0.0,0.0,1
A138B0GK83O33R,1,1.0,0.0,1,0.0,0.0,1
A139TU0DN7WHEG,1,1.0,0.0,1,0.0,0.0,1
A13A9XV81EQF30,1,1.0,0.0,1,0.0,0.0,1
A13B39ZS8W9SQO,1,1.0,0.0,1,0.0,0.0,1
A13BOWET73AJQ1,1,1.0,0.0,1,0.0,0.0,1
A13BRR77UOED7D,1,1.0,0.0,1,0.0,0.0,1
A13BWQDECDDVIZ,1,1.0,0.0,1,0.0,0.0,1
A13BX9O5UDBILC,1,1.0,0.0,1,0.0,0.0,1
A13CEEFTSM9ZAZ,1,1.0,0.0,1,0.0,0.0,1
A13DD17X1AZFGJ,1,1.0,0.0,1,0.0,0.0,1
A13DDUENBR1CW8,1,1.0,0.0,1,0.0,0.0,1
A13E4PY6OVAGTX,1,1.0,0.0,1,0.0,0.0,1
A13EQE9EY2ET93,1,1.0,0.0,1,0.0,0.0,1
A13F9YN2DTH4D4,1,1.0,0.0,1,0.0,0.0,1
A13H8Z0F3FJ5AO,1,1.0,0.0,1,0.0,0.0,1
A13HO1F4SW568P,1,1.0,0.0,1,0.0,0.0,1
A13HUHXEQPX3YI,1,1.0,0.0,1,0.0,0.0,1
A13JB1PC2F89MY,1,1.0,0.0,1,0.0,0.0,1
A13JZ1WIEZMJXX,1,1.0,0.0,1,0.0,0.0,1
A13KJO7XGQGBD0,1,1.0,0.0,1,0.0,0.0,1
A13KTNVB5IG8SB,1,1.0,0.0,1,0.0,0.0,1
A13L45CSY7TEQZ,1,1.0,0.0,1,0.0,0.0,1
A13LR4L955N2NI,1,1.0,0.0,1,0.0,0.0,1
A13LRIL8P0TYK0,1,1.0,0.0,1,0.0,0.0,1
A13M0YEMOZZKDL,1,1.0,0.0,1,0.0,0.0,1
A13M65IGNEQXW1,1,1.0,0.0,1,0.0,0.0,1
A13MPH77KVE9NH,1,1.0,0.0,1,0.0,0.0,1
A13NWJUMVNS6YZ,1,1.0,0.0,1,0.0,0.0,1
A13OA6RAGTF183,1,1.0,0.0,1,0.0,0.0,1
A13OMZX5UHL36K,1,1.0,0.0,1,0.0,0.0,1
A13OR6VTA2EBH9,1,1.0,0.0,1,0.0,0.0,1
A13P1SRWGJTBSO,1,1.0,0.0,1,0.0,0.0,1
A13P785VXM6DBU,1,1.0,0.0,1,0.0,0.0,1
A13QF33ZVNS0SB,1,1.0,0.0,1,0.0,0.0,1
A13QGI4AZOB64K,1,1.0,0.0,1,0.0,0.0,1
A13QUJ8535XWSP,1,1.0,0.0,1,0.0,0.0,1
A13R0XX727WQB8,1,1.0,0.0,1,0.0,0.0,1
A13RCE7C3EU2EP,1,1.0,0.0,1,0.0,0.0,1
A13REZ5NPV6L,1,1.0,0.0,1,0.0,0.0,1
A13RIB5M9L611E,1,1.0,0.0,1,0.0,0.0,1
A13RLDI2F7OQOH,1,1.0,0.0,1,0.0,0.0,1
A13SAVYJLEH4D1,1,1.0,0.0,1,0.0,0.0,1
A13UQXD9UWRS7U,1,1.0,0.0,1,0.0,0.0,1
A13VCBOZ3ZG2UV,1,1.0,0.0,1,0.0,0.0,1
A13VF2IKG8W3K8,1,1.0,0.0,1,0.0,0.0,1
A13WL1MBY347F7,1,1.0,0.0,1,0.0,0.0,1
A13WNGIMC3PSXM,1,1.0,0.0,1,0.0,0.0,1
A13WREJ05GMRA6,1,1.0,0.0,1,0.0,0.0,1
A13X3KB8XPS0ZX,2,0.002152852529601722,0.0,2,0.0,22272.0,929
A13YCUYVQ1S2WP,1,1.0,0.0,1,0.0,0.0,1
A13YHMQKJF3ZL5,1,1.0,0.0,1,0.0,0.0,1
A13ZFIPTZ0IVGF,1,1.0,0.0,1,0.0,0.0,1
A13ZRACMTM4ENB,1,1.0,0.0,1,0.0,0.0,1
A13ZT5G31M5WJ5,1,1.0,0.0,1,0.0,0.0,1
A1400N2R4PQTWF,1,1.0,0.0,1,0.0,0.0,1
A1409QCA0NZMYG,1,1.0,0.0,1,0.0,0.0,1
A140KFMVPOLASZ,1,1.0,0.0,1,0.0,0.0,1
A140SPVDYIRXZA,1,1.0,0.0,1,0.0,0.0,1
A1413HQ9UF22C5,1,1.0,0.0,1,0.0,0.0,1
A1415PRQTR4HMY,1,1.0,0.0,1,0.0,0.0,1
A141E91QV31KER,2,2.0,0.0,2,0.0,0.0,1
A141NV31GSC2CQ,1,1.0,0.0,1,0.0,0.0,1
A1423HNZ15ZCQZ,2,0.0021810250817884407,0.0,2,0.0,21984.0,917
A14344GE7UZNTJ,1,1.0,0.0,1,0.0,0.0,1
A1435OKJPDTTGP,1,1.0,0.0,1,0.0,0.0,1
A1435P5AMCPB3X,1,1.0,0.0,1,0.0,0.0,1
A14399DQBS4QD1,1,1.0,0.0,1,0.0,0.0,1
A143LJ4G2OPP7T,1,1.0,0.0,1,0.0,0.0,1
A143X0EUX2LCDS,1,1.0,0.0,1,0.0,0.0,1
A14453U0KFWF31,1,1.0,0.0,1,0.0,0.0,1
A145GBOUVLGECJ,1,1.0,0.0,1,0.0,0.0,1
A145LBW8ZHF0TW,2,0.1,0.0,2,0.0,456.0,20
A1463ASM7QMU2I,1,1.0,0.0,1,0.0,0.0,1
A146CA37V0450V,2,0.024691358024691357,0.0,2,0.0,1920.0,81
A146H9ZF0SNKLW,1,1.0,0.0,1,0.0,0.0,1
A146K5OQPHQUMR,1,1.0,0.0,1,0.0,0.0,1
A14738H3YYX7ZC,1,1.0,0.0,1,0.0,0.0,1
A1482ISQT966WC,1,1.0,0.0,1,0.0,0.0,1
A148IYQMD3J6YD,1,1.0,0.0,1,0.0,0.0,1
A148WA455FCXQZ,1,1.0,0.0,1,0.0,0.0,1
A149C701MLJDJC,2,2.0,0.0,2,0.0,0.0,1
A149OQRFVTWJA8,1,1.0,0.0,1,0.0,0.0,1
A149RNR5RH19YY,4,0.00392156862745098,0.0,4,0.0,8152.0,1020
A149VXBN2A971G,1,1.0,0.0,1,0.0,0.0,1
A14BXZ2BXGLTXN,1,1.0,0.0,1,0.0,0.0,1
A14DNCG5WHM86Z,1,1.0,0.0,1,0.0,0.0,1
A14EO36F2S1A90,1,1.0,0.0,1,0.0,0.0,1
A14FFSOOTP0FR,1,1.0,0.0,1,0.0,0.0,1
A14G7W2YFFNM43,1,1.0,0.0,1,0.0,0.0,1
A14GKZOAPB9CHY,1,1.0,0.0,1,0.0,0.0,1
A14GSHEE7T0KCC,1,1.0,0.0,1,0.0,0.0,1
A14GSTIN77TLSR,1,1.0,0.0,1,0.0,0.0,1
A14HHLBGGNNCFK,1,1.0,0.0,1,0.0,0.0,1
A14I1F2H7NOYDC,1,1.0,0.0,1,0.0,0.0,1
A14JBDSWKPKTZA,7,0.0032407407407407406,0.0,7,0.0,8636.0,2160
A14JTZ14GIYM3E,1,1.0,0.0,1,0.0,0.0,1
A14LG64GIVZIGS,2,0.0015860428231562252,0.0,2,0.0,30240.0,1261
A14LKBOG9SVEFT,1,1.0,0.0,1,0.0,0.0,1
A14MDHUI5P0029,1,1.0,0.0,1,0.0,0.0,1
A14ME4FQBNFYWH,2,0.014184397163120567,0.0,2,0.0,3360.0,141
A14MER71N2DCDW,1,1.0,0.0,1,0.0,0.0,1
A14NAUYC6CGPDG,1,1.0,0.0,1,0.0,0.0,1
A14NF0ZJXRYNO3,1,1.0,0.0,1,0.0,0.0,1
A14NIA30HFV68D,1,1.0,0.0,1,0.0,0.0,1
A14NSELR34WBZE,1,1.0,0.0,1,0.0,0.0,1
A14O9P3DV5EHKO,1,1.0,0.0,1,0.0,0.0,1
A14OG85Y77RQVY,1,1.0,0.0,1,0.0,0.0,1
A14PHG6QJ1DTG,3,0.012048192771084338,0.0,3,0.0,2976.0,249
A14PTBE6AR7MTA,1,1.0,0.0,1,0.0,0.0,1
A14Q1WGNF9DM3A,1,1.0,0.0,1,0.0,0.0,1
A14QFQFF3ZX575,1,1.0,0.0,1,0.0,0.0,1
A14QLW52ATB8W5,1,1.0,0.0,1,0.0,0.0,1
A14QOPWXLIA7A8,2,2.0,0.0,2,0.0,0.0,1
A14QXPTYZ90Q7M,1,1.0,0.0,1,0.0,0.0,1
A14R4K86STZFD2,1,1.0,0.0,1,0.0,0.0,1
A14RFF9JUIM34U,1,1.0,0.0,1,0.0,0.0,1
A14SAQRMULWQBV,1,1.0,0.0,1,0.0,0.0,1
A14SPNJ9UVG42,1,1.0,0.0,1,0.0,0.0,1
A14UXJ0TN7VIST,1,1.0,0.0,1,0.0,0.0,1
A14VEJF020O9D2,1,1.0,0.0,1,0.0,0.0,1
A14VMJEA22VY1A,2,2.0,0.0,2,0.0,0.0,1
A14VXKTBKGZ9SD,2,0.015748031496062992,0.0,2,0.0,3024.0,127
A14WXFRFJLJPP5,1,1.0,0.0,1,0.0,0.0,1
A14XUCN5OC998O,1,1.0,0.0,1,0.0,0.0,1
A14Y070B40ZGMR,1,1.0,0.0,1,0.0,0.0,1
A14YZVQTMRO7NE,1,1.0,0.0,1,0.0,0.0,1
A150YMM55VZQ4A,1,1.0,0.0,1,0.0,0.0,1
A15225S9RRISLK,3,0.010869565217391304,0.0,3,0.0,3300.0,276
A1522TN5FVJL0Y,2,0.25,0.0,2,0.0,168.0,8
A152ZT3Y3Q4VQQ,1,1.0,0.0,1,0.0,0.0,1
A152ZZZPA3BAGU,1,1.0,0.0,1,0.0,0.0,1
A153K6XUY9L0CF,1,1.0,0.0,1,0.0,0.0,1
A153OJR22XJQF1,1,1.0,0.0,1,0.0,0.0,1
A154N4DL6101SC,1,1.0,0.0,1,0.0,0.0,1
A154R0EH8V8J23,1,1.0,0.0,1,0.0,0.0,1
A1554THSW3S7WZ,1,1.0,0.0,1,0.0,0.0,1
A155DQ97UZVJSR,1,1.0,0.0,1,0.0,0.0,1
A155E6PQ1EO3NO,1,1.0,0.0,1,0.0,0.0,1
A155WK4J425WSQ,1,1.0,0.0,1,0.0,0.0,1
A155YL0Y0GKUW5,1,1.0,0.0,1,0.0,0.0,1
A1561RLF0OTK39,1,1.0,0.0,1,0.0,0.0,1
A1579YT6JXUHUF,1,1.0,0.0,1,0.0,0.0,1
A158D4T6S70AWO,1,1.0,0.0,1,0.0,0.0,1
A1590KJR2FEHI7,1,1.0,0.0,1,0.0,0.0,1
A1591PJYM84XQT,1,1.0,0.0,1,0.0,0.0,1
A15AWJSRSMYJ60,1,1.0,0.0,1,0.0,0.0,1
A15BN1AMRT8FP1,2,0.06666666666666667,0.0,2,0.0,696.0,30
A15DIP9QPUR6IR,1,1.0,0.0,1,0.0,0.0,1
A15DKJQPGXVLQ3,1,1.0,0.0,1,0.0,0.0,1
A15EJW1B60SVCA,2,0.003968253968253968,0.0,2,0.0,12072.0,504
A15ESHE412BUGE,1,1.0,0.0,1,0.0,0.0,1
A15F2LYQBHNHDK,1,1.0,0.0,1,0.0,0.0,1
A15GJXWN6IKKLS,1,1.0,0.0,1,0.0,0.0,1
A15H3X6YH5LFPN,1,1.0,0.0,1,0.0,0.0,1
A15HFIL37EBL9V,1,1.0,0.0,1,0.0,0.0,1
A15HFUSQXBTE76,1,1.0,0.0,1,0.0,0.0,1
A15ILDWLB5EY55,1,1.0,0.0,1,0.0,0.0,1
A15K7HV1XD6YWR,1,1.0,0.0,1,0.0,0.0,1
A15KCEKCUCYF0O,1,1.0,0.0,1,0.0,0.0,1
A15KFU3ZSAOUG0,2,0.0021929824561403508,0.0,2,0.0,21864.0,912
A15KZO444F3B95,1,1.0,0.0,1,0.0,0.0,1
A15L0EDQMU28DA,1,1.0,0.0,1,0.0,0.0,1
A15N3ETU8WWAUB,1,1.0,0.0,1,0.0,0.0,1
A15N5D547HXVXL,1,1.0,0.0,1,0.0,0.0,1
A15N5RY4YGRQRQ,1,1.0,0.0,1,0.0,0.0,1
A15O34J5ECY8TR,1,1.0,0.0,1,0.0,0.0,1
A15OQ0YZCQ787E,1,1.0,0.0,1,0.0,0.0,1
A15P0849E4NHIG,1,1.0,0.0,1,0.0,0.0,1
A15PL3C9OFSM1B,1,1.0,0.0,1,0.0,0.0,1
A15PWO8ELUJPH3,1,1.0,0.0,1,0.0,0.0,1
A15QYHQH80W30L,1,1.0,0.0,1,0.0,0.0,1
A15RDC4BZWPPQW,2,2.0,0.0,2,0.0,0.0,1
A15SF8FPL1RF63,1,1.0,0.0,1,0.0,0.0,1
A15TN4GCH7DBXR,1,1.0,0.0,1,0.0,0.0,1
A15U38AWJ3JDN5,1,1.0,0.0,1,0.0,0.0,1
A15UNI5A23UA4J,1,1.0,0.0,1,0.0,0.0,1
A15VJ6S6HLGYBT,2,2.0,0.0,2,0.0,0.0,1
A15XI2BEGGFEOW,1,1.0,0.0,1,0.0,0.0,1
A15XMUY3LA6O71,1,1.0,0.0,1,0.0,0.0,1
A15ZT0K8VGFLL2,1,1.0,0.0,1,0.0,0.0,1
A15ZWZKUIPUUVH,1,1.0,0.0,1,0.0,0.0,1
A15ZZDKRKP7L4R,1,1.0,0.0,1,0.0,0.0,1
A1602WP8OHESZD,1,1.0,0.0,1,0.0,0.0,1
A160H0YEDV1DA0,1,1.0,0.0,1,0.0,0.0,1
A160RGARQLLB05,1,1.0,0.0,1,0.0,0.0,1
A162MNFD5CGQ03,1,1.0,0.0,1,0.0,0.0,1
A1644SQ9ZZX25B,1,1.0,0.0,1,0.0,0.0,1
A165EVALNKOZB9,1,1.0,0.0,1,0.0,0.0,1
A1660JZPHFX90N,1,1.0,0.0,1,0.0,0.0,1
A1665GGGDM0ZPO,1,1.0,0.0,1,0.0,0.0,1
A166PLPFD2A42H,1,1.0,0.0,1,0.0,0.0,1
