user_id,cluster_id,degree,degree_centrality,betweenness_centrality,clustering_coefficient
ARXU3FESTWMJJ,0,559,0.06435643564356436,0.028735999207223206,0.28879655811388744
A1NKE9ESVFDJ8M,0,13,0.0014966612940363804,0.0,1.0
A1GYN77I2M4LQN,0,33,0.003799217131015427,3.960889847852785e-05,0.49053030303030304
AW05BRCRWPZWA,0,18,0.002072300253281142,0.0001294412185374237,0.5163398692810458
A22QLK442U2GP0,0,264,0.030393737048123416,0.0008878154725225102,0.8496082497983639
A1WVMDRJU19AFD,0,114,0.013124568270780566,0.002256769971144977,0.2144077006675982
A1RFYCSNNOJ0VW,0,93,0.010706884641952567,0.0004282642341685908,0.7676484338475923
A3AVNLTWWNIEO9,0,30,0.00345383375546857,0.0,1.0
A2XCE6WWTX57R4,0,247,0.028436564586691224,0.00017776149282316365,0.9682696422105922
A31XREIO9ZOYH4,0,29,0.0033387059636196177,0.0,1.0
A1THF19PO0LXRD,2,79,0.009095095556067235,0.00022796380361147196,0.7760467380720545
ADHS2PU94QURO,0,6,0.000690766751093714,0.0,1.0
ATELSGYOHCL3E,0,32,0.0036840893391664746,0.00023861279814338347,0.39314516129032256
A2TYHWXZPE415M,0,20,0.002302555836979047,4.438875072166586e-05,0.49473684210526314
ALDT4Z7SZY2GQ,0,11,0.0012664057103384757,0.0,1.0
A9E7XZEMW0K9V,0,55,0.006332028551692378,0.00019529306324548256,0.40606060606060607
A3132X0691CH4V,0,4,0.00046051116739580933,0.0,1.0
A2TL5R8RQGN4DL,0,27,0.003108450379921713,0.0,1.0
A1US87X5YUEQ7A,0,66,0.007598434262030854,0.0008350917575879931,0.30116550116550117
AFP6C8GPJ4SBQ,0,30,0.00345383375546857,0.0,1.0
A329L3HF2QK7E,0,19,0.0021874280451300945,0.0,1.0
A4GGT6O0GQNV2,15,459,0.05284365645866912,0.005186384457568421,0.7788718592725785
A21AOHWYUQ3QEY,0,59,0.006792539719088188,0.00015142155104260396,0.5078901227352426
AUDSB403UNG6L,2,10,0.0011512779184895234,0.0,1.0
ACCUPJZUVRNT1,0,7,0.0008058945429426663,0.0,1.0
A20GHPA3NAOCSA,0,11,0.0012664057103384757,0.0,1.0
AYWIO6OYAGFGQ,0,59,0.006792539719088188,0.00030671896566462735,0.40736411455289306
AI7FG0JAGX77B,0,8,0.0009210223347916187,0.0,1.0
A10K1AI4CC0588,0,11,0.0012664057103384757,0.0,1.0
A2I9LWY5PN73YI,0,8,0.0009210223347916187,0.0,1.0
A3KKOBGO2ZQY3P,0,56,0.006447156343541331,0.00013410589671510734,0.45584415584415583
A2CC2CRU24E44X,0,24,0.002763067004374856,6.323695429724412e-05,0.5471014492753623
AGMVC6FTM7UPR,12,7,0.0008058945429426663,0.0,1.0
AIR5HDNUI9WCU,0,4,0.00046051116739580933,0.0,1.0
A601TLJMZ9CZN,0,29,0.0033387059636196177,0.0,1.0
A2IPC51HL9UUYF,0,30,0.00345383375546857,0.0,1.0
AOLQ22OA3HHHK,2,5,0.0005756389592447617,0.0,1.0
A31GRJW986YY2E,0,5,0.0005756389592447617,0.0,1.0
A2LFIYTONVQMEQ,31,4,0.00046051116739580933,0.0,1.0
A2U9UL88VXBMJ4,0,25,0.0028781947962238084,2.7259852131092272e-05,0.5566666666666666
A3QBHMMDRSC5VY,0,20,0.002302555836979047,0.000902705814622913,0.49473684210526314
A1OPERQ94O8SNS,0,13,0.0014966612940363804,0.00037321457675921707,0.46153846153846156
A7A01Y50214JY,68,4,0.00046051116739580933,0.0,1.0
AST7UNIXVOAVA,2,10,0.0011512779184895234,0.0,1.0
A2OMVQGC33VSNC,2,5,0.0005756389592447617,0.0,1.0
A3823WQPK4LXLL,0,14,0.0016117890858853327,0.0002121110281833638,0.4725274725274725
A3POK7TFSW520G,0,6,0.000690766751093714,0.0,1.0
ASWYSSKL9LL9X,0,63,0.007253050886483997,6.60191285450885e-05,0.40757808499743986
A1SCWY8O0IL2HU,0,77,0.00886483997236933,0.0006723106212182652,0.5676691729323309
A1602WP8OHESZD,12,7,0.0008058945429426663,0.0,1.0
APIXJQATQT7TK,2,10,0.0011512779184895234,0.0,1.0
A2TXTO6FBY2EB4,0,7,0.0008058945429426663,0.0,1.0
AQ6XS10RR7CE0,0,124,0.01427584618927009,0.006050843347415481,0.4278783110411749
A1GFB47CXP4LKR,0,39,0.004489983882109141,0.0008488335265098844,0.562753036437247
AMBP7V5ME7K13,0,4,0.00046051116739580933,0.0,1.0
A3AAL5TGOW29X3,0,17,0.00195717246143219,6.112571674578745e-06,0.6323529411764706
A2T04VAIXSKJH2,0,43,0.0049504950495049506,8.559143714718473e-06,0.6655592469545958
A2IMLPUXYQJTSY,0,87,0.010016117890858853,0.00048737130289533913,0.4701951349906442
A3JMQ363OSCWU2,0,42,0.004835367257655998,9.534468677566481e-05,0.5900116144018583
A2ZYFIRTB2V11J,0,23,0.0026479392125259038,0.0,1.0
A1VQ61UT9WKCV2,0,7,0.0008058945429426663,0.0,1.0
A1RPTVW5VEOSI,0,390,0.04489983882109141,0.008286185665091858,0.42756575044492784
A19D2SBM4FLBT7,0,11,0.0012664057103384757,0.0,1.0
A2PRAB4P64SXLK,0,13,0.0014966612940363804,0.0,1.0
A1DYHNSD4T1LEH,2,4,0.00046051116739580933,0.0,1.0
A25D7KKZFL2PH0,0,11,0.0012664057103384757,0.0,1.0
AW8YACI7RNNC,2,10,0.0011512779184895234,0.0,1.0
A1R9QOPV6HVEKF,0,6,0.000690766751093714,0.0,1.0
A1JDP8UAE7HVW7,0,4,0.00046051116739580933,0.0,1.0
A39VTD9COHHY34,0,4,0.00046051116739580933,0.0,1.0
A2F0TTEP4W354Y,0,7,0.0008058945429426663,0.0,1.0
A1LWYVLGA3N2R4,0,89,0.010246373474556758,0.00036139835219714604,0.8368232890704801
A1DRM3JV6T5O6P,0,4,0.00046051116739580933,0.0,1.0
A2NGUYX6A691YS,0,187,0.021528897075754085,0.002426278381177797,0.7294577655108965
A1SEHRRSCQTQ42,0,23,0.0026479392125259038,0.0006770293609671847,0.5968379446640316
A1AC0ZLC6SVXSD,0,54,0.006216900759843426,0.00013297231284179864,0.480083857442348
A1LTZ8LRRWIE9N,0,30,0.00345383375546857,0.0,1.0
A1GWQIOSUI37T4,0,16,0.0018420446695832373,0.0,1.0
A3C1MJ6AYAJ1PP,0,25,0.0028781947962238084,3.4611318087417006e-05,0.39
A34PNHKNM05TXD,0,14,0.0016117890858853327,7.941059130727213e-06,0.5054945054945055
A3KHS6CXBTP1DM,0,7,0.0008058945429426663,0.0,1.0
A1KT8699WEJXS8,0,4,0.00046051116739580933,0.0,1.0
A2ZB6BETR6IC27,0,44,0.005065622841353903,4.598344513841616e-06,0.9207188160676533
A2HPF56C5C13I1,0,11,0.0012664057103384757,0.0,1.0
A2OLQ18EOBZPE6,0,313,0.03603499884872208,0.0014156394189809973,0.6295772917178668
A39239F78V03U4,0,69,0.007943817637577712,0.0023307170242016628,0.40281329923273657
A2MCZGSS6UJHDS,0,46,0.0052958784250518075,1.890936266329955e-05,0.8570048309178744
A1FIGM5NXX9J3Q,0,23,0.0026479392125259038,0.0,1.0
A3S8HHQBEEGN7P,0,36,0.004144600506562284,5.75434687398899e-05,0.5507936507936508
A2R5SM2C87PDOQ,0,30,0.00345383375546857,0.0,1.0
A31UM38UFS5OF5,60,5,0.0005756389592447617,0.0,1.0
A1ZR6RT42KHUIF,0,103,0.01185816256044209,0.009906688012005192,0.36855130401675235
A2AFT2VCH2S01B,0,43,0.0049504950495049506,8.448605955636123e-05,0.36766334440753046
A2BE471PVBBG6Z,0,42,0.004835367257655998,0.0,1.0
A39V7MMKAIL55K,0,9,0.001036150126640571,0.0,1.0
A27F7B3PXZ0RVE,0,23,0.0026479392125259038,0.0,1.0
A3B7ZAWRSGO0TX,0,15,0.001726916877734285,0.0,1.0
A2V8Q6IQ602H4O,0,23,0.0026479392125259038,0.0,1.0
AGVB3UZIPFHEF,0,65,0.0074833064701819016,9.903729147735468e-05,0.39615384615384613
A3O55EWFNKSPV3,0,46,0.0052958784250518075,7.659648485197588e-05,0.8434782608695652
A11617B1NW474D,0,5,0.0005756389592447617,0.0,1.0
AM4ZQJ0IORVWG,0,107,0.0123186737278379,0.0003655779057502322,0.37312643272791396
A1IQ0A8IBIVF7R,0,15,0.001726916877734285,0.0,1.0
A1QPV43SWY9CGI,0,11,0.0012664057103384757,0.0,1.0
A1U5NWJOYH2QQH,0,67,0.007713562053879806,9.233466361982083e-05,0.5260063319764813
A14Y070B40ZGMR,0,4,0.00046051116739580933,0.0,1.0
A1MMEARDASNIA0,0,5,0.0005756389592447617,0.0,1.0
A3HYYO8PBJZ0J0,2,5,0.0005756389592447617,0.0,1.0
A22K8OBJPM3FL5,0,4,0.00046051116739580933,0.0,1.0
A2M7NKO97UIVAH,0,273,0.031429887174763985,0.0004502353765966413,0.8027634130575307
A3VK2YVHWSVQHB,0,256,0.029472714713331797,0.001376322846564524,0.9034926470588235
A3SGQEPU02VKV,0,17,0.00195717246143219,0.0,1.0
A35MUY1T5C335X,0,115,0.013239696062629518,0.0005886397512956417,0.464836003051106
A3IBOQ8R44YG9L,0,214,0.0246373474556758,0.007035731838703398,0.228818393225396
A1HTUOY4NOVZSK,0,27,0.003108450379921713,0.0,1.0
A5JLAU2ARJ0BO,0,497,0.05721851254892931,0.02112147235528085,0.31768838839488545
AEE2GJR0VF6R7,0,12,0.001381533502187428,0.00016755672100154045,0.5151515151515151
A1PRYEYET17MPW,0,36,0.004144600506562284,0.0,1.0
A2E7E9EWADK4S6,0,13,0.0014966612940363804,0.0,1.0
A3O72DJ2MQ8930,0,59,0.006792539719088188,6.636827557666796e-05,0.5832846288720047
A3QYIBMXQVLVE7,0,10,0.0011512779184895234,0.0,1.0
AVOFGZ70P39BH,0,51,0.005871517384296569,6.038689712043055e-05,0.548235294117647
A3OKFXYJYS3NF5,0,23,0.0026479392125259038,0.0,1.0
A17KYU38U9WRVW,6,414,0.04766290582546626,0.002080282696256325,0.9435847048227298
A15U38AWJ3JDN5,0,8,0.0009210223347916187,0.0,1.0
AQL2WVOAADPE2,0,68,0.00782868984572876,0.0001100873835553937,0.480684811237928
A17HKNU77UWH4Y,0,243,0.027976053419295415,0.0,1.0
A9ELHLPXF7JKD,0,29,0.0033387059636196177,0.0,1.0
AT2BYFEVLVITT,0,118,0.013585079438176375,0.0012025408453541831,0.43097204114153265
A3FHSLWEMH7JD8,61,5,0.0005756389592447617,0.0,1.0
A1A87C7E8W4W66,0,6,0.000690766751093714,0.0,1.0
A4UMQLZ0O489D,0,13,0.0014966612940363804,0.0,1.0
A2UREP3Z9EU6V5,0,62,0.007137923094635045,2.562532538577835e-05,0.6811210999471179
A2FD03H5CQG76E,0,100,0.011512779184895234,0.0009171037104555315,0.4036363636363636
A1SAQB40R8C44A,0,65,0.0074833064701819016,0.0003128940151988686,0.3942307692307692
A7JGEKN140F4S,0,23,0.0026479392125259038,3.216799271619673e-05,0.48221343873517786
A1J87C2DKBO441,0,181,0.02083813032466037,0.0003206338672976717,0.6883364027010436
A8EDTKSPOMRWK,0,93,0.010706884641952567,0.00038224120623815797,0.5140252454417953
A24XFCZJKMAONS,0,29,0.0033387059636196177,0.0,1.0
ADIEPB0AZ4RHE,0,5,0.0005756389592447617,0.0,1.0
A2CKNYM4Y87MYC,0,34,0.00391434492286438,0.0003337870152779629,0.786096256684492
A3A276HARIYM4Y,0,264,0.030393737048123416,0.0033138005989555644,0.8542170756999654
A3FTI86WAVJOLG,0,358,0.04121574948192493,0.0033694918907684964,0.4853449759792185
A3CWLHT8Y2BZB6,0,51,0.005871517384296569,3.110761910742608e-05,0.7192156862745098
A2NICY8I08AZL2,0,9,0.001036150126640571,0.00014808394113592288,0.4444444444444444
A3A15L96IYUO6V,0,208,0.023946580704582086,0.006103639693275391,0.5807320698625047
A3CCYAQRHUTPIQ,0,17,0.00195717246143219,0.00018136703468851764,0.5147058823529411
A3GM64N13BILUP,0,23,0.0026479392125259038,0.0,1.0
AELOCQI4CMQYQ,0,15,0.001726916877734285,0.0,1.0
A1ORUSHRRG0VWN,0,81,0.00932535113976514,0.0007763225446472706,0.4441358024691358
A3A48XEYWLWH7T,0,37,0.004259728298411237,0.00017106542877641913,0.5960960960960962
A9U1BQILTMSMM,0,76,0.008749712180520378,0.00013344415893038817,0.5708771929824561
A20NL7QAHXDCU5,1,180,0.02072300253281142,0.0004165027974039,0.924953445065177
A3EVTPOJDS5OQ9,0,8,0.0009210223347916187,0.0,1.0
A25SPTJVZ8DT1Z,0,6,0.000690766751093714,0.0,1.0
A344VCIOO3EG21,0,10,0.0011512779184895234,0.0,1.0
AB2U893HHHG74,0,29,0.0033387059636196177,0.00013944326601508615,0.4211822660098522
A3ESX9NVYHRQD9,0,22,0.0025328114206769514,0.0,1.0
A3KVVY6CI2QA77,0,243,0.027976053419295415,0.0,1.0
A6VPIOPMDJ8H7,0,55,0.006332028551692378,0.0,1.0
A15EJW1B60SVCA,0,19,0.0021874280451300945,0.00016712584333381712,0.5087719298245614
A2JAB206O2PG9J,0,8,0.0009210223347916187,0.0,1.0
AGDEKOVH67W44,0,243,0.027976053419295415,0.0,1.0
A2N2GPFRRUPP1J,0,9,0.001036150126640571,0.0,1.0
A32TSY95CFGCL2,0,5,0.0005756389592447617,0.0,1.0
A243HY69GIAHFI,0,205,0.023601197329035227,0.0020759715914901583,0.46207556193208993
A298COFUERZQWL,0,19,0.0021874280451300945,0.0,1.0
A3IS6HB3B4M2YF,0,5,0.0005756389592447617,0.0,1.0
A2STLT852H9K75,0,9,0.001036150126640571,6.471828124405162e-06,0.5
A27R1GTG9L16K3,0,49,0.0056412618005986645,0.0,1.0
A34SHL7JJVHLNJ,0,243,0.027976053419295415,0.0,1.0
A53GY0OZJZFZE,0,49,0.0056412618005986645,8.687358094781676e-05,0.5688775510204082
AAEEXHRP4QBQ1,0,7,0.0008058945429426663,0.0,1.0
ALMK0YBTI72RL,0,10,0.0011512779184895234,6.0630575358314236e-05,0.5333333333333333
AG3XKSY6YWH95,0,21,0.002417683628827999,1.185490496918413e-06,0.8666666666666667
A1G18MU8RQQ4GY,0,34,0.00391434492286438,0.00037097743279528494,0.5436720142602496
A3TRPVAGT3NWBS,0,378,0.04351830531890398,0.00328855435615772,0.45244410761652143
A3MEIR72XKQY88,11,672,0.07736587612249597,0.007936191300628245,0.5679910936058477
A1YQLAR46BS347,0,36,0.004144600506562284,0.0,1.0
AV0D9NPLN8BIL,0,9,0.001036150126640571,0.0,1.0
A23ZO1BVFFLGHO,0,313,0.03603499884872208,0.017490621893952184,0.6165519783730646
A3UZLX3C5FLLUH,0,12,0.001381533502187428,0.0,1.0
A6ZPLVAUQ6695,0,141,0.01623301865070228,0.0034079633989350785,0.21732522796352582
A17MR3U4MPW65C,0,32,0.0036840893391664746,8.587198783372009e-05,0.5564516129032258
A3Q0D8U4I1FCRM,0,5,0.0005756389592447617,0.0,1.0
A1JXTW4HW1DZN2,0,19,0.0021874280451300945,0.0,1.0
A2P2FU0YG5IEYI,0,19,0.0021874280451300945,0.0,1.0
A1RVSPTDB45J2M,0,50,0.005756389592447617,5.309016838110163e-05,0.6253061224489795
A3RRAIE5VGNS0S,2,10,0.0011512779184895234,0.0,1.0
A33GO0KKMW20BK,0,6,0.000690766751093714,0.0,1.0
A3C1GV89DSSCEB,45,9,0.001036150126640571,0.0,1.0
A2J9NEE5C5D2AU,0,70,0.008058945429426664,0.0009067496129100496,0.5366459627329192
A1E71PU53N45Y0,0,4,0.00046051116739580933,0.0,1.0
AUITG1DJ3QUGK,0,282,0.03246603730140456,0.008950969066358918,0.7556093990560562
A2GBHZL855WFH3,0,38,0.004374856090260189,0.0,1.0
A2E2I580OO3HET,0,72,0.008289201013124569,2.4397131828157745e-05,0.6326291079812206
AVCLMVDU3FMSH,0,11,0.0012664057103384757,0.0,1.0
A2FOF0GY8A3U3,0,5,0.0005756389592447617,0.0,1.0
ALUNVOQRXOZIA,0,376,0.04328804973520608,0.009294089307017942,0.4510496453900709
A3JU0IKY1GJG76,0,243,0.027976053419295415,0.0,1.0
A328Z8A4GQWOQI,0,22,0.0025328114206769514,0.0005064623362563086,0.6320346320346321
A3W2UTN0BC4ZKD,1,224,0.025788625374165323,0.0011871536258473683,0.8805653427290199
A1L65N1MS8WRGZ,0,5,0.0005756389592447617,0.0,1.0
AWORZ9HO1HCTB,41,11,0.0012664057103384757,0.0,1.0
AY8Q1X7G96HV5,0,406,0.046741883490674645,0.016366104952181892,0.36226965882138296
A1EKSHKY9G1K18,1,279,0.0321206539258577,0.0008988964610380166,0.6264923545034939
AZ1UEOB5EIU5O,0,36,0.004144600506562284,0.0,1.0
A87W2NKSYDMD6,0,42,0.004835367257655998,0.0,1.0
A24LLNKVW5NX8U,0,23,0.0026479392125259038,0.0,1.0
AOOU4GVVQHK5O,0,243,0.027976053419295415,0.0,1.0
ACNP2GG9P4WV9,0,12,0.001381533502187428,0.0,1.0
A1KZDMCI54UXIY,0,12,0.001381533502187428,0.0,1.0
AS269J1OGZT1V,0,13,0.0014966612940363804,0.0,1.0
A188SIPN9JC3HE,0,6,0.000690766751093714,0.0,1.0
AGZ0B2TQOAIA3,0,17,0.00195717246143219,0.0,1.0
A3NU7HS5TUSU74,0,38,0.004374856090260189,0.0,1.0
A2GHFM7D00AMGW,0,259,0.029818098088878656,0.001022295755561706,0.8838406512825118
A3V8S5VKPG1B79,0,23,0.0026479392125259038,0.0,1.0
A25QY9B9W2FQCF,0,4,0.00046051116739580933,0.0,1.0
A954QD0JVPDYF,0,4,0.00046051116739580933,0.0,1.0
A196K5YM49XXAE,0,4,0.00046051116739580933,0.0,1.0
A8HZL68EGLI18,0,46,0.0052958784250518075,0.00018314965972789172,0.4144927536231884
A3HS9IAJG1X3WK,0,12,0.001381533502187428,0.0,1.0
ABMZGK7Z5I9N0,0,8,0.0009210223347916187,0.0,1.0
AMZCZBK1EF1PV,0,7,0.0008058945429426663,0.0,1.0
A213UFMBOI3IUF,0,46,0.0052958784250518075,0.0003424514401080787,0.7072463768115942
A26D3NDNGDLIC4,0,41,0.004720239465807046,0.0005712486638238072,0.3402439024390244
A305FHDAKFC9LQ,0,4,0.00046051116739580933,0.0,1.0
A1SL5FHOMDDY15,0,29,0.0033387059636196177,0.0,1.0
A2L7WYA5OENV03,3,939,0.10810499654616625,0.007889208677764218,0.45140795338687667
A2E3CXT3CJDCUC,0,50,0.005756389592447617,0.00019208007796544732,0.42775510204081635
A1LCVSECISPGSO,0,30,0.00345383375546857,0.0,1.0
A2B0HYERQR96HI,0,30,0.00345383375546857,0.0,1.0
A2JXT7KS8OU2L,0,5,0.0005756389592447617,0.0,1.0
AXDM1069BD601,0,50,0.005756389592447617,5.309016838110163e-05,0.6253061224489795
AK10GGT97M7QK,11,13,0.0014966612940363804,0.0,1.0
AT28RL25Q2OLK,4,560,0.06447156343541331,0.0016819636484945318,0.9683299258880654
AIU8YRECU4HZ4,0,43,0.0049504950495049506,3.651436076654755e-05,0.7995570321151716
A31LD9CUER3EGH,0,19,0.0021874280451300945,0.0,1.0
A2IFGGXG3YV3Y6,0,107,0.0123186737278379,0.00021442559049054196,0.5454064538882032
A1EARN5PUVIF1S,0,108,0.012433801519686852,0.0007907238978210765,0.5406715126341295
A260ZC4PRM3Z7V,0,19,0.0021874280451300945,0.0,1.0
A2S67FYOJ408L0,0,15,0.001726916877734285,5.199850150176533e-05,0.580952380952381
A1MJMYLRTZ76ZX,0,160,0.018420446695832374,0.00474714602607232,0.1623427672955975
A3V3JVJ9NJYBBI,0,6,0.000690766751093714,0.0,1.0
A1ISUNUWG0K02V,0,91,0.010476629058254663,0.0039014411428332277,0.31013431013431014
A15225S9RRISLK,0,30,0.00345383375546857,0.0013867925145330526,0.38620689655172413
ADWCBZ7G4O7AV,0,42,0.004835367257655998,0.0,1.0
A3J5VAB9PZN1T3,0,4,0.00046051116739580933,0.0,1.0
AIVLKALMERRFT,0,18,0.002072300253281142,0.00018758270679582282,0.49673202614379086
A1K22IFHM99SVT,0,4,0.00046051116739580933,0.0,1.0
AP6X4IJR5H92P,0,45,0.005180750633202855,0.0012606291847648418,0.26666666666666666
A1ZC0H05U51M3C,0,8,0.0009210223347916187,0.0,1.0
A1M6X8CH3J2K4J,0,23,0.0026479392125259038,0.0,1.0
A3II7EVHKX41Z9,0,30,0.00345383375546857,0.0,1.0
A1XPNKJWTITV0W,0,15,0.001726916877734285,0.0,1.0
ABZLC33PJO47S,0,30,0.00345383375546857,0.0,1.0
A1C7E59Y13WKBL,0,8,0.0009210223347916187,0.0,1.0
A1X3T9VBU5GQX4,0,36,0.004144600506562284,0.0,1.0
AVXOTIX8WM0T7,0,15,0.001726916877734285,0.0,1.0
AOMD90U7TEAP6,0,6,0.000690766751093714,0.0,1.0
A1GX2E4VJH1NAD,0,15,0.001726916877734285,0.0,1.0
A3PGVJF37JSHFO,11,167,0.01922634123877504,0.0004675929492394715,0.8868047038453214
A13WNGIMC3PSXM,2,10,0.0011512779184895234,0.0,1.0
A1WMHFPD9YLVFV,0,15,0.001726916877734285,0.0,1.0
A1GCKBZ5B7XHPC,0,10,0.0011512779184895234,0.0,1.0
A204ETWOV23HO4,0,484,0.05572185125489293,0.007696380949823228,0.39002104614752836
A2K5FK58JSWXJ9,0,480,0.05526134008749712,0.004574126097820025,0.36720598469032706
A3CMO6EORUNEYQ,0,15,0.001726916877734285,0.0,1.0
A3901UFHY19IGV,5,14,0.0016117890858853327,0.0,1.0
A1OA1WF8AOR39T,1,9,0.001036150126640571,0.0,1.0
APBICPEUMXUVO,0,12,0.001381533502187428,0.0,1.0
A2M5GKAGV88LWD,0,64,0.007368178678332949,0.0010408878772975752,0.5044642857142857
A2VN72NFU33MO8,0,24,0.002763067004374856,3.0823245078746705e-05,0.5471014492753623
A25X6171VCSJQH,0,42,0.004835367257655998,0.0,1.0
A1GR9JZSPOYPJC,0,42,0.004835367257655998,0.0,1.0
A26FYKG5LAHRUH,0,63,0.007253050886483997,0.0006745435930661839,0.4915514592933948
A11KX4PSKOL7VL,0,15,0.001726916877734285,0.0,1.0
AHNDWVX0WCDXG,0,7,0.0008058945429426663,0.0,1.0
A1CHRL0JWA2OO8,0,243,0.027976053419295415,0.0,1.0
A14PHG6QJ1DTG,0,21,0.002417683628827999,3.547666900682992e-05,0.49523809523809526
A2TCXL888UE26K,0,9,0.001036150126640571,0.0,1.0
A1AOK8IY4F9OKZ,0,17,0.00195717246143219,2.4164281472246696e-05,0.6029411764705882
A2OMVGNP2F5O6T,0,22,0.0025328114206769514,0.00022901674304698092,0.5064935064935064
A19W821ER7GWHZ,0,11,0.0012664057103384757,0.0,1.0
A1CIU572HUUE5A,0,11,0.0012664057103384757,0.0,1.0
A12A8LU93A132U,0,49,0.0056412618005986645,0.0,1.0
AF0QD2FT1ZFVH,0,30,0.00345383375546857,0.0,1.0
A2FNQOFEMCUKW6,0,11,0.0012664057103384757,0.0,1.0
AJA31UYVQP4UI,0,6,0.000690766751093714,0.0,1.0
AQSNJ8HQ3WHMS,0,103,0.01185816256044209,0.0006018240233827921,0.5553017323434228
A1C8V13RD60LTR,0,123,0.014160718397421137,0.0004501982884409561,0.4302279088364654
ATW2I5S6S2PFA,0,112,0.012894312687082661,0.0005157656579337025,0.30437580437580436
ANQ122AO9P5BI,0,10,0.0011512779184895234,0.0,1.0
A38B7DTWWL4JE,5,4,0.00046051116739580933,0.0,1.0
A2ZODK2UVATV0N,0,17,0.00195717246143219,0.0,1.0
ACDUPC4QGE99F,0,464,0.05341929541791388,0.006243565498813143,0.4789882326655247
A2W3KBMFRUDU4J,0,27,0.003108450379921713,0.0,1.0
A182YOL7ZA0PGK,0,4,0.00046051116739580933,0.0,1.0
A1LYN3ZK230TGE,0,5,0.0005756389592447617,0.0,1.0
A2Q89DEW2Y91A7,0,19,0.0021874280451300945,0.015846249014139977,0.47368421052631576
ANS1JBFLGILMF,0,8,0.0009210223347916187,0.0,1.0
A2JCLEDQTNXMPT,0,17,0.00195717246143219,0.0,1.0
A3VW47C62Q0RML,0,38,0.004374856090260189,0.0,1.0
A231WM2Z2JL0U3,0,683,0.07863228183283444,0.05145161430531258,0.16710390162428135
A1NOWEOLKMRRXM,0,24,0.002763067004374856,2.8016244042336735e-06,0.7789855072463768
A32AKKZRP848H8,0,23,0.0026479392125259038,0.0,1.0
A9AZJGWMDJ7SR,0,12,0.001381533502187428,0.0,1.0
A1M5LJSCJ19S6F,0,15,0.001726916877734285,0.0,1.0
AJTYN2L8T5FER,0,41,0.004720239465807046,0.00014085139033271442,0.45121951219512196
A69Z3F9A2ILNP,41,11,0.0012664057103384757,0.0,1.0
A3H78NCT3DJMY2,0,34,0.00391434492286438,0.00011281583011279832,0.5508021390374331
AHT97H27XFI1I,0,20,0.002302555836979047,5.8621689496410196e-05,0.5
