user_id,cluster_id
A2VN72NFU33MO8,0
APFBMDI5TJ8MQ,0
A2LYF3DJN9X5JN,0
A3QBHMMDRSC5VY,0
A3EJDV2RTFROU4,0
A17MR3U4MPW65C,0
A3ASKO4R2SZE3D,0
A1ZG9WMHNMGY62,0
A1TFOXCKW4JHIB,0
ASOD8X0ZOI3SU,0
ATW2I5S6S2PFA,0
A189TQGLN9IERW,0
A3EZEP0FX5BC1P,0
A1SA2FGQE2INBK,0
A1FA8AAON1UIV9,0
A2SKHEHJ4TM1LE,0
A3F29V1XQ72M3M,0
A2IPDJISO5T6AX,0
A1DIK3X5W8SX51,0
A601TLJMZ9CZN,0
A1LDJW4JY58DGO,0
A2WV8Y608V90IJ,0
A6ILK3FXYH595,0
ABUPXRSDJLOCP,0
AVGNO39FVLP3F,0
A28GOYAWYITYYJ,0
A3OHJS5Q9C4IYS,0
AZ1RAP7SF84I3,0
A3U4LQGN5AE9DO,0
A27T9BZ9WP57BY,0
A21AOHWYUQ3QEY,0
A3JRQ6I2XZ710D,0
A3PUCC1JC9NZTF,0
A3CJGCQI6RKRNJ,0
A3MWYUFGO2EQE6,0
ARNWCLQZFQECA,0
ANPBKESJ39FU8,0
A1435P5AMCPB3X,0
APBICPEUMXUVO,0
AJ6SPK7Y38RKW,0
AFFQ5K0IT2H0L,0
A1VJ0V58N0698J,0
A38O4PIHV41EWX,0
A3AAL5TGOW29X3,0
A1BJUDYO6TJ6S9,0
A5PC0I3U0OP6O,0
A96K1ZGW56S2I,0
A1L4BY5GG3U3LX,0
A33N08AT51YRK0,0
A1HCMIM33ZPNWR,0
A1M1B4JA1SX1U9,0
A1ZYDU26TKRNAW,0
A1JETHCL85UIBW,0
A3UJQN65YXBL50,0
A2FG90RW53W8WS,0
A20CQ20J30DJZT,0
A1QCZTQ1QBG892,0
A1OH6EB0V4L138,0
ARXU3FESTWMJJ,0
AXYGT3CBHC1WA,0
AL72LHELK6SZT,0
A12SQEAX4EOM13,0
A231WM2Z2JL0U3,0
A2P2FU0YG5IEYI,0
AELOCQI4CMQYQ,0
AKNI5ROMW5FWD,0
A38R4BGASLLTE1,0
A3FTWBJH7BFDJQ,0
A1M5LJSCJ19S6F,0
A28IAZZI0SNRMW,0
A3VP5SXUTKJFRW,0
AVXOTIX8WM0T7,0
A3RNAIFV56WG5E,0
A1Y249FQCV6MNN,0
A3H9OYPMFA0EJJ,0
AKEF85M7R9RGK,0
A34SHL7JJVHLNJ,0
A1KJEDEL6B3E8G,0
A19HP1ACNFQDT,0
AG0FO4LWC3ALI,0
A1GEV4XRR3YJ0F,0
AQ9GVQAH3ZU0,0
A3A36VG147MKYA,0
A2TYHWXZPE415M,0
A1CIU572HUUE5A,0
AVOFGZ70P39BH,0
AMMJH39YLUV8B,0
ABP3SLO2TYSD5,0
A11HV501OX9MNV,0
A1OPERQ94O8SNS,0
A1L65N1MS8WRGZ,0
AQM9CPBRYW3PL,0
A2J11LO19PHVDC,0
A2I85TDI7XF3C3,0
A32PP5VY9GEJ43,0
A3RYW3OSMMU6SF,0
A155E6PQ1EO3NO,0
A2ZL75KJU11RLO,0
A1FIGM5NXX9J3Q,0
A2BLITJITO97N5,0
ABDZCVPQVRPX5,0
A2Q8J8IL6V9M5T,0
A3S0Z7UOTUIP9R,0
AOI57C0MJUT6J,0
A1VMCMYWVQ6YBG,0
A2QAOP52OEB5EV,0
AE0BMVEVVU6DQ,0
A2GDMNWEJ3F8SO,0
A1AUYEJD621EHQ,0
A2E3CXT3CJDCUC,0
A38HCBJDXTSWKK,0
AHABEDNSQKM6H,0
A2DE1BPU8QCNSD,0
A60GRZWE1VPHV,0
A1WMHFPD9YLVFV,0
A1RMT8M3X6SYFN,0
AJX0Q5B0QEP57,0
A2WYV6E1ZFMLL5,0
A2BXDDRQGI34PW,0
A2WQNHK82VTJWT,0
A2Q90UILXT8BNI,0
A2P533MRZ7JB2Y,0
ASFUUFA3EKP6T,0
A2T04VAIXSKJH2,0
A1F8ABPW3WRF6T,0
A3EXWV8FNSSFL6,0
AQRN2I355LZ3F,0
AHXGALGGZ9ND4,0
A12RHMNTCAV5Z7,0
A1UP5CIELABXA7,0
A28LI4KXSRSVLY,0
A35HJZ1AACVMKK,0
A1QKJJM2T4E21H,0
A3ODFEO61GKCAH,0
A1KT19TDP9VE63,0
A11Y89064TEGQ8,0
A1O7E72EQTCHHB,0
A11D3W4CFYZNHM,0
A2E4JRA6MHBR4F,0
A1QTIQP307ERN3,0
A2HW2SL0WG09OR,0
AF0QD2FT1ZFVH,0
A243PC8288DLU0,0
AYLC085ZL5X5O,0
A3NU7HS5TUSU74,0
AMLMUYLI6FAQ0,0
A1YDFJVQ8GUHTP,0
AV27WAAYOTH0U,0
A3RK99YGKXWTDT,0
AIUXWEHCJRALM,0
A2KHUQBX39VZC3,0
A2HG4AFBEP9084,0
A39KOJG83K8F1U,0
A3QC533RQ1X3ZV,0
A255MXZ2359C3Y,0
A3BSE70YMG6FM0,0
A5RIO7FOCJVAL,0
A24P7YUPH9L5XU,0
AWMFKTA75KJQB,0
A2SKR9O60ZE62D,0
A24ECQCIUKA2Y3,0
A29SZ81DMZAYC5,0
A2KWADO4SA275J,0
A2FE2YG8W9G8UW,0
A3HKNAA3578FSZ,0
A1GDAIVRFY8832,0
AX8SWWB9837TA,0
AJYDC7UP4K4KE,0
A2M8GFU93TXKCN,0
A2R9J5LULVKF6T,0
AUCF61BNJ5ZX7,0
A38LHIAC52T0UH,0
A1CHRL0JWA2OO8,0
AQE2B2QSZG0HY,0
A30H2335OM7RD6,0
AIR5HDNUI9WCU,0
A2Y4QQTCIP2E0E,0
A3JLI2G1CCUKIM,0
A338WMJ8QUF79,0
A3J5VAB9PZN1T3,0
A29Q4R53TBNAYR,0
A1A14CF173OQJ4,0
AMKNPIDFLRFMP,0
A3KA40XY9YRJR2,0
A1PA728IKLN8SI,0
A3OFJES10PZGEH,0
A2TJT33BAEDZVW,0
AOM6Y2A4J0WOG,0
A1TEQLH0UOWNOK,0
A3FJXFLTQZU978,0
ADMO37GU8F7DB,0
A3IS6HB3B4M2YF,0
A39VTD9COHHY34,0
AM004PHO6F3FZ,0
A3AVNLTWWNIEO9,0
A2AP059CCLBWPU,0
A1GJ913L9IZR7G,0
A2MAXHANV8EETT,0
A2JSFCLWWRXIJ4,0
A22JNORZI4KPAP,0
A9E7XZEMW0K9V,0
A2YHABRZJVRSYF,0
A1VDWRJEBBIGWH,0
A3GMRYV7VAYK5Q,0
A2YC0ADOK1SNMK,0
AOAVP3C5WIVNH,0
AU4H7OG5UFDWO,0
A3PIVKCLKIAHHT,0
A1F234IKW8X91O,0
A3IBOQ8R44YG9L,0
AK9MBNYNX20W5,0
A3LBZLI0FOL2YP,0
A3SRZ0L60PNCVE,0
A24QURRFX7F7YV,0
A3O1BQ499WT7IZ,0
A2CYA3J5K1ZYJ6,0
A1CGUQU1YQNJFX,0
A3D296RVX0JVKB,0
A1QKBG5JZ0CDPG,0
A1IQ0A8IBIVF7R,0
A1K22IFHM99SVT,0
A66UH98TFR04V,0
A3SGQEPU02VKV,0
AN752U9MHN5P5,0
A2YIHYJLTKN8YJ,0
A1Y7B873VOTAHM,0
A3U78DTRGJZFCL,0
A2MOJANFPX353G,0
A1BWD4UA5QTBOI,0
A35BXS8M3HZZV4,0
ADAAXJNRTTX0D,0
A1YMI27NURH2YC,0
A3C1MJ6AYAJ1PP,0
A2YY8ZX8R5HYMF,0
A3KZXERLMGYHP8,0
AXK9O1OC2I2PD,0
A1LYZ1VWGLCI1X,0
A23A3FEXAMBOIJ,0
A1TAW91SQSU2AH,0
A2I5M1X863QB8L,0
AJA31UYVQP4UI,0
A1Z54EM24Y40LL,0
A2B40QQALLN0I2,0
A3A276HARIYM4Y,0
A238V1XTSK9NFE,0
A2YRX8J4WM5BRX,0
A3TJP0AW9HHY2,0
A1C8V13RD60LTR,0
A3TTE29M158WP5,0
A3H78NCT3DJMY2,0
A2Y06YSBK1YYWT,0
AOHNLSWSOLK8N,0
A3D6ITN1HM1FQG,0
A1LXQEATSZ228H,0
A3OL52S5I0UQDD,0
A1LL87239YH1NM,0
AGHBU1UWQBW2Z,0
A1N2D7LLBAY25B,0
A1MYPJEG8ST7F5,0
AGQ45LLYE4LQO,0
A1L3U9ZRIBJEHJ,0
A3MI3QBXP5I7FA,0
A2X0T8HIOCL0AM,0
A2R9DK7JEEQD2D,0
A2R0SHL1G7GV38,0
AL5V0IGIPIBEJ,0
A2LO26RUD8RCXH,0
A1XPRBIGV1SR9,0
AW0SOAPEY2I7,0
AXDM1069BD601,0
A38T55CCT4B3E6,0
A3KANLQLC9LHU3,0
A3CWLHT8Y2BZB6,0
A1CMJDOKUWCE1S,0
A10AW7H143CP9M,0
A3ERWBVZHT86CB,0
A1IANEBSMVGHS9,0
A1TRLPG01CL8V9,0
A39KGML5OYIU00,0
A2WYNTUJ91DLZW,0
A32UT0N3BGO8KN,0
A1OL8IISTUIYBC,0
A2RQKWQP4W3I2M,0
A1MH5BLELS53AS,0
A1DIZO95XRBLPO,0
A3W112102BC6BG,0
A3N4TZ3SX3XW12,0
A2JT5X557H8JWX,0
AYB4ELCS5AM8P,0
A1D07L5D2CF59L,0
A2YBMSUMVETP0K,0
A38K8WFKSUTNJ2,0
A53GY0OZJZFZE,0
A3NUG06RC4F8EV,0
A1AQ8JT2A3UWMY,0
A3VK2YVHWSVQHB,0
A7RV1KU5O0II9,0
AG3XKSY6YWH95,0
A8M0HF1XBZLH7,0
A1SCWY8O0IL2HU,0
A2AZTRF410E765,0
A3TPNC3TKGCCEI,0
A1XD710QD1HCI1,0
A2MY9VXHZYAHUZ,0
A264DG2U0C0BYH,0
A3A0KPQ1458501,0
A3GAU6X29L9VTL,0
A2TXTO6FBY2EB4,0
A1V4VVBQBFXRHC,0
AEW6F162PSLDH,0
A12C1TVFHW1JX2,0
A1M4NJYP0WNL8Q,0
A3GVTK181RD96Y,0
AVMWJGOUXWY2D,0
A12S3E4HK8330R,0
A1KZDMCI54UXIY,0
A2QAS68TU5KOZT,0
A2U6LD5AY97MJR,0
A17INQNCZ1HMHL,0
A3EQ61ES6HQ090,0
A2W3JMA1P62IXL,0
A2SU3YFX8T4UJ7,0
A2BZJFF352W2OD,0
A3UTY0UCKWXRY9,0
A301OOJQXCXXO5,0
A1S1KROAK7QNGT,0
A3DWCCNBLNKWAQ,0
A1Y423LYVSNQCK,0
A13KJO7XGQGBD0,0
A3HCPK54FATFO4,0
A1HO6RWO0CRWBB,0
A1SEHRRSCQTQ42,0
A28LUBH5ZQBPIP,0
A2FKY5R4NSHJ93,0
A1QFMC6B2O1QMG,0
A3UOID9VI8CC0C,0
A2KFWHHUFVKFXZ,0
A1NVD0TKNS1GT5,0
AMKXRFHOQZCIQ,0
A2MZRCGX947V40,0
A2OMVGNP2F5O6T,0
A34HJQ50HKYUQ3,0
A1XT816XMPYPZ9,0
A28ZNQA9A9VZNQ,0
AVQLDV5MMCDVM,0
A1IICMPYFNPG01,0
AJ6WCVOY4HP06,0
A1CXVAOCM2IN5Q,0
A3L3ZJJK5O77G4,0
A39Z1MT92AMF5E,0
A2R2ZMVX4ENQTU,0
A32R3RWA8KQ6C6,0
A3GCSH7EUZRSQM,0
A8Y4678B5ULS9,0
A3A1B23YB8VB8X,0
AQU3SRNE1MAZX,0
A344VCIOO3EG21,0
A35WP5LHJSZ4HC,0
AVCLMVDU3FMSH,0
A22R9L5DAVYYWR,0
A3IF2RRR8R84BV,0
A2SEEDV7NNPIBG,0
AN81JUYW2SL24,0
A13OMZX5UHL36K,0
A10P8UG177H2XR,0
A393ITXMCJFQFF,0
A3V3JVJ9NJYBBI,0
A8PLLO3D3VCTH,0
A32BART9O61O3E,0
A3J4DJ03W3UF8O,0
AV8NTE7E9QGJX,0
A7IKOAH6M8WAC,0
A11A8GWG0IXBZH,0
A2FSW50DBYKTAG,0
A2T049UQONS0OY,0
A3TUZOJZM9008Y,0
A2OB0IK83HTU18,0
A249UW8K5A9JPB,0
A2GBHZL855WFH3,0
A31U2QT7SAL7K,0
A3ESX9NVYHRQD9,0
A2EXIALPK106OW,0
A18U8ASOYBRF53,0
A1UJJMFTG7WCX7,0
A268WAQS5WNMGJ,0
A3VYPS07YQR9KN,0
A2Q2NQODHFA2C9,0
A1VK452U9ILPCZ,0
A243HY69GIAHFI,0
AYWIO6OYAGFGQ,0
A76DRAEKZTT62,0
A23XSCX5MNVTA3,0
A12NAEUGYXUIRD,0
A37YBFELWPSCLB,0
A2RWLVFGTWL41S,0
A3LGDXKOVO627U,0
A9B2MKOXU1GSD,0
A1NVD27K83L3BO,0
A1HI8X9113YNFB,0
A1AU6042JEI734,0
A2CKQA93KUJUH2,0
A2KE3HCVYS1GH1,0
A2ZRD6US50VB2E,0
AQSW6WDVCJGB8,0
A39F7XOVXQ0LZK,0
A3IBHBAQY6K9OA,0
A2NAD5DJUIU877,0
A38986T7SECVKX,0
A26FYKG5LAHRUH,0
A1LWYVLGA3N2R4,0
AVV7UXTHR0NWS,0
A26X7W5UM5QFT4,0
A2KAU5BF41AKHN,0
A2GQEXMQQHPEUB,0
A3L60UJZQ0O0R5,0
A3NCIN6TNL0MGA,0
A39239F78V03U4,0
A2YIMB2LF7HH1C,0
A1DJ72M95U7GPD,0
A1U1Y59XC65U2F,0
AW37W6PEWFCD7,0
A32B969NDCPVWQ,0
A1PN2U0AWXGVML,0
A8HZL68EGLI18,0
A102ZABPUPNYCT,0
AV5QKR5O2XE1I,0
A3S7SV04I6BQ6E,0
AS8C336DDLSO4,0
A2396ASCFP9L7F,0
A720S06Y6KV49,0
AGEJE3WH26UBR,0
A2J9NEE5C5D2AU,0
A2XCALYSPH9WUV,0
A3E4EN8NV92TUE,0
A23EMFB4JBX0P9,0
A1OZ926T4SI75C,0
AFX6DK3RMHQGO,0
AJV2QY96IVPVM,0
A2ULPJ9UDZCGQ2,0
A1U9EJYPPU0VA4,0
A343CF9RXZ7DNG,0
A1JT0IN757D4J2,0
A284KBVQ4OSZR,0
A3GQKB1KF0CRPE,0
ADP9OKUYOSYCW,0
AY8Q1X7G96HV5,0
A18VP6LYBOEW6X,0
A3A15L96IYUO6V,0
A1B3GNO9C8YX0N,0
A3SNB53I64J9N5,0
A1554THSW3S7WZ,0
ASIUDXST0XPH,0
ARA94YWRAIAWG,0
A1P3WH08J6VEXF,0
ATWGAAUYYLACR,0
AG62RJJIAYSOZ,0
A32AKKZRP848H8,0
A3F67ZFU5YMIDD,0
A6ZPLVAUQ6695,0
A954QD0JVPDYF,0
A1CIUI32P2UOED,0
A1UQFK8TIKD5YY,0
AM9Z8Y09D2KHG,0
A1FT3XZ2GWQAC3,0
A1GX2E4VJH1NAD,0
A2PN8S9QT7INHE,0
A17U12E2LNDSYL,0
A2TL5R8RQGN4DL,0
AYRAJKPKSORP4,0
A3JAH5WW61N2EK,0
AC5OU76YOTP4F,0
A33V7Z377X9KBV,0
A18HHON17J3LH0,0
A15UNI5A23UA4J,0
A28YEO2J0XTA41,0
A1AOM32TWI2BN9,0
A2H1ZKAQN0B49Z,0
A3WFZDDG0JPK5,0
A2DTXMVW1EQEW2,0
A1M26RAR1R86S4,0
A337XUY8HSGC33,0
A14PHG6QJ1DTG,0
AOUB4XH2J80FN,0
A2JIQ6SZ1PQ6P9,0
A1IMK99FD7RPOL,0
A1DARGMU0J830E,0
A3OKFXYJYS3NF5,0
A3BSPXD2A2UQ2T,0
A1MJMYLRTZ76ZX,0
A5V6ZDQQAARJL,0
A2YSY26ZVMNNV2,0
A2U3HFFK3XQZOG,0
A2QBZTG2TIZDER,0
AWWBZZXN32I6H,0
A3UBI8XEO26P2C,0
A2UQIQUOAB47OT,0
A1XN1D2FGCQC8E,0
A13JB1PC2F89MY,0
A3CMO216CWOF5N,0
A9AZJGWMDJ7SR,0
A3DQWFWINN3V5A,0
ASL99TDING270,0
ACBBEVVSNJ32F,0
A1HZIKS8JFCM9U,0
A9TQQPUD6IW4R,0
A181R0DUML7VOY,0
A1M4WV5THDIYYF,0
A33O7L1ZGWEYTL,0
A3RKNRLZ2D6D08,0
A1QWYAWB1DRSQF,0
A1LX9GSMN66L7E,0
A2J6DDH3DPUY8B,0
ADQ0T89TVMRJU,0
A2ZY199QQQY3FB,0
A2MMTMB7CKROY0,0
A1GFH98ATO6D5I,0
A25X6171VCSJQH,0
A75IYBN6J0SQ5,0
A37A27YO5I79IZ,0
A1F81SAQBP04IW,0
A37Z65SZVT0TVB,0
A1TG615MWIBJT2,0
AAZ084UMH8VZ2,0
A240M3IVP8HR0L,0
A27181AF6YYMRF,0
AT2J7H5TRZM8Z,0
A33UIQMVOBGFS8,0
A38VIVDARCVC1,0
A1Z0NIO16UXTH,0
AJ4R2PH6G98ND,0
A1MD9AEU9C4WJN,0
AU8DH6AOA1YOJ,0
AZ1UEOB5EIU5O,0
A6NBOKCU9JHHC,0
A7T67XA3U5J8B,0
A12HW0ECID12WF,0
A2K5NFUOAFUBD2,0
AEWYZOB8G3MBQ,0
ANYDIV59WSQ6Q,0
A25C1PGDWZ5G3V,0
A16OL0K4WZL53E,0
AOOU4GVVQHK5O,0
A3132X0691CH4V,0
AI7FG0JAGX77B,0
A3NYY0MCW3F36,0
A3OQGX7T9GL0LD,0
A2AG8VKBKJY40R,0
A1MMEARDASNIA0,0
A230OZ6DNS1SWC,0
A3JATWQWZ0OKXR,0
A449KVVGC9J7I,0
A3MFEMJQQJDWMS,0
A2QVJHFRB94AI1,0
A3CMO6EORUNEYQ,0
A57Q87B0TC9IJ,0
A2NVQZ4Y7Y0J1R,0
A2LOZRM8IWNT7Z,0
AIEOH19T22OQC,0
A2IFZ00ICAERE4,0
A149C701MLJDJC,0
A209QRVZ99UQDC,0
A32VHSD0V87NOU,0
A2H2VSTCFJMMTP,0
A2HT87FB90NI27,0
A1C4YDZGWGH9FX,0
A3GXH7PS56WLMI,0
A2IGYAKJZAIK7M,0
ADGRGGF9V645P,0
A32SVEX626XG20,0
A3GB92BPDHSAOA,0
AE55ZYNOXOERC,0
A2OD0GJGVMA07I,0
A2PNCASV102XS4,0
AQ7322MXNS3G0,0
A2AFT2VCH2S01B,0
A1ZR6RT42KHUIF,0
AROAG742G5QQV,0
AMEG6A5W3QJCZ,0
A29VR9CPO02WV3,0
A3CK1XNRHTN402,0
A14ME4FQBNFYWH,0
AEH6EQL2LG02J,0
A3D6OHGHXN95AS,0
A3OCHH22N0W1AR,0
A57QS8CXFWMV5,0
ANVS33BKKSZCI,0
A1NOWEOLKMRRXM,0
A3W57Y5J12YY41,0
ADIEPB0AZ4RHE,0
A2L9O39O92M77C,0
AKYSM32DSG2TK,0
A1XYXUV7IFHC4A,0
AI0NMYA3LKXW1,0
AT2BYFEVLVITT,0
AV1GL5WEA5MRW,0
AZOTUFIYPVNDT,0
A39FOHN4RAHGB6,0
A2S4OCXPJ9SA01,0
A450WKBT9ZIM,0
A1D9U33OHQTO18,0
AW2HM4QASXSA6,0
A3SHAOQ7FI3JLN,0
A2QJJR9P3IYVO9,0
A3DXZIHCHTFM85,0
A3VW47C62Q0RML,0
A1KH2YVJA0B6MB,0
A1K69BBLY0NVOW,0
A3V8S5VKPG1B79,0
AFTMJLMVGC26P,0
A1MSEO4MD7ZT33,0
A1D7WKS43Y6AVY,0
A1NYJPZ6687EUD,0
A1U489SYAGQ2FM,0
A2CRF098PBFCLK,0
ATOFTVML8LX4D,0
A3HSJ2H5Q075JP,0
A2Y739CRM15WDL,0
A34PNHKNM05TXD,0
A1VKA5J3NF7OU9,0
ADOD2HZ0YM7HC,0
A3UBYYUZQHN7RR,0
A1T9YSDAYS097M,0
A1JXTW4HW1DZN2,0
AQ6XS10RR7CE0,0
AGL7YKS3NTP4K,0
A3POK7TFSW520G,0
A2DLK5KEQU4TX9,0
A3ORB4W3GI1YFG,0
A22QLK442U2GP0,0
A2NYK9KWFMJV4Y,0
A1EH2S92FHWZRP,0
A19MDKEDNOK76X,0
A1ZWZP8X1F8WVB,0
A3823WQPK4LXLL,0
A30LT7I4GHR1H2,0
A3I05EBYT0I4XR,0
A3DL67RLSWPJ15,0
A4QBJJ9YC59WE,0
A2TCCKKIPJCM0L,0
A3M44M02O018YG,0
A1VQ61UT9WKCV2,0
A2598DC654IRTQ,0
A2ML7WMTUSADPA,0
A3M6L86GPYG0A9,0
AZQ8HGO3Z4T,0
A1XU87EET0N0NL,0
AZ7EFFHA5K82P,0
A3UGCKULLHJ01E,0
A11ED8O95W2103,0
A3HC7NWLKCPX4X,0
A3K2H4VS98DWWI,0
A1VBFJXCQ3AK30,0
AJXSHZAEW0142,0
A34N351EUCEMHO,0
A3ORYMCHM9Q0VM,0
AYMD77ITD15PT,0
AEOAMS0G96E8B,0
A1MA3OY6Z3DGO9,0
ATELSGYOHCL3E,0
A2JXAZZI9PHK9Z,0
A2EPAYUAQ8P78W,0
A2089FS2PJ9OZB,0
A31UHOIFMFSCN1,0
A2PZKHQ3CDLU8Y,0
AHYETNMIB00GK,0
A2N07D07YVB08S,0
A3U5VP06Q1W4DB,0
AHT97H27XFI1I,0
A2YBYKUXJM5LW4,0
A1FGL6IPRPCR9J,0
A1E71PU53N45Y0,0
A2CMDNV9KR1OCF,0
A28B1DZ3CLMCYI,0
A21AX7U9UNIV75,0
A3097DNGRCNJEV,0
A291XTI6NO7DEG,0
A20DHT8BPBOCP8,0
A26624KSJ3FBMZ,0
A1ISUNUWG0K02V,0
A1K6G765GJLOZE,0
A32RMUE2HOPW69,0
A27LEONMJN31DW,0
A1MWYPWY444AHF,0
A1X8YM80GSTO66,0
ADD6H83G26BIW,0
A5JLAU2ARJ0BO,0
AEELSV9OP31KG,0
APEVVQVOJH12B,0
A3RLSF1NC70JRK,0
A2GR90IHQAO1HL,0
A2TVJ0YDW3QO63,0
A10C84Y38RT22P,0
AO5PXGAR6RSYV,0
A384UZZIZDHSNJ,0
A38ON1MOZNBCGE,0
A2DF62DP20RIXF,0
AXEBO3BWCTWCK,0
A19D2SBM4FLBT7,0
A1I6TR7R336BXH,0
A2LUW64R1VY53N,0
A1WLP6S3L9V3VL,0
A1YDI2SNP4CISY,0
A2H5N8YQ50U3CJ,0
A3TMH3ESKQN3L4,0
A106FBN3SVKSQL,0
A1FISS9YFJCXVG,0
A1QPV43SWY9CGI,0
A23GFTVIETX7DS,0
A2FOF0GY8A3U3,0
A18D1RLW38LVLW,0
A8TZ88OM8YOLW,0
A3Q0D8U4I1FCRM,0
A1GYN77I2M4LQN,0
A18DON5KI1ERFX,0
AI02Y5Q8Z5X8I,0
A15VJ6S6HLGYBT,0
A1JJOV69MAU2J2,0
A33H0WC9MI8OVW,0
A10K1AI4CC0588,0
A2BGZ52M908MJY,0
ARQ945F4OIWVI,0
ACCUPJZUVRNT1,0
A1GYR0Q9BRCNQ4,0
A2USR6TZWUFN7B,0
A3TNM3C9ENUCFW,0
A2X8KN82L07RSK,0
A3O4F0C47C2FEY,0
A2XUTJJ678UBQ5,0
A31XREIO9ZOYH4,0
A2M0ZILSGJQS4,0
A1GNSLNCXXG2HE,0
A3M6QI4WNREEEV,0
A2EVQ8S7FMLGL,0
AAM84K1RZPF1B,0
A28CDVITG60706,0
A2Z6K5LQUZU08X,0
A3AAP038P5FGSN,0
A3C3VITIMY0DJJ,0
A2ATP6ZTCPX1QX,0
AQMD0WGJVD4RJ,0
AS269J1OGZT1V,0
A36NE7OSWUC5KS,0
A1TAFEUKHIFV6L,0
A3IB1W0SVED0Z3,0
A1UIISX5YBC7ML,0
A1EGD8EGNINP52,0
A12A8LU93A132U,0
A1EMDSTJDUE6B0,0
ADNV4SOGOMZXP,0
A88XPSZ26G6TG,0
A87W2NKSYDMD6,0
A1U5NWJOYH2QQH,0
A1OEIH3SU8TSJC,0
ALUV2YKWZENKK,0
A1PWQRQY0K6GWP,0
A17INU4IPI2F8M,0
A3CSEHN7WKCTZ5,0
A2S67FYOJ408L0,0
A969VLBBX8LQ7,0
A3ILBM48JP35BG,0
A1D03FD9LVW44O,0
A18U05IGMK1FVV,0
A2OBHC9ED59WO1,0
A36VJLLJTI7TIA,0
A1DRM3JV6T5O6P,0
A1MJWOYNJSZPPJ,0
A27Y4OEC9MD9PA,0
AXT8ASWG8JZQM,0
A21IOH964XF1AI,0
AUIRGT6DWUVD,0
A1P3LH0J7QS8DO,0
A2G0O4Y8QE10AE,0
A2GDYTF1TU1GJT,0
A1ZEUALB9OHGNE,0
A8CIFOCCN9G1P,0
A2JAB206O2PG9J,0
