cluster_id,product_id,num_reviews_in_cluster,num_cluster_users,avg_cluster_reviews_per_user,avg_rating_for_product,avg_cluster_fraud_score,is_suspicious_cluster,pct_fraud_reviews,rank_in_cluster
4,B00001ZWRV,1,1,1.0,3.0,0.35379369299647045,0,0.0,27
4,B0000226IH,1,1,1.0,4.0,0.35379369299647045,0,0.0,28
4,B00003CWFA,1,1,1.0,5.0,0.35379369299647045,0,0.0,29
4,B00004SABJ,1,1,1.0,5.0,0.35379369299647045,0,0.0,30
4,B00004SYNX,1,1,1.0,5.0,0.35379369299647045,0,0.0,31
4,B00004TBLW,1,1,1.0,5.0,0.35379369299647045,0,0.0,32
4,B00004TDMX,1,1,1.0,5.0,0.35379369299647045,0,0.0,33
4,B00004TWM0,1,1,1.0,5.0,0.35379369299647045,0,0.0,34
54,3930992868,7,1,7.0,5.0,0.34527448177971004,0,0.0,1
57,B00004SQGI,7,1,7.0,5.0,0.34527448177971004,0,0.0,1
62,B00004U5VM,6,1,6.0,5.0,0.3451809189054586,0,0.0,1
66,B00000J1V8,6,1,6.0,5.0,0.3451809189054586,0,0.0,1
75,B0000225BA,5,1,5.0,5.0,0.34508735603120705,0,0.0,1
83,B00000J1UY,5,1,5.0,5.0,0.34508735603120705,0,0.0,1
88,B00003CWDW,5,1,5.0,5.0,0.34508735603120705,0,0.0,1
3,B00001P4ZH,454,1,454.0,4.469162995594714,0.3426835087843571,0,0.0022026431718061676,1
3,B00001P505,73,1,73.0,4.438356164383562,0.3426835087843571,0,0.0136986301369863,2
3,B00001OXQ9,13,1,13.0,4.538461538461538,0.3426835087843571,0,0.0,3
3,B00001P584,10,1,10.0,3.2,0.3426835087843571,0,0.0,4
3,B00000JGNB,9,1,9.0,3.888888888888889,0.3426835087843571,0,0.0,5
3,B00001P4XH,9,1,9.0,4.444444444444445,0.3426835087843571,0,0.0,6
3,B00004SD88,9,1,9.0,4.0,0.3426835087843571,0,0.0,7
3,B00001WRSJ,7,1,7.0,4.0,0.3426835087843571,0,0.0,8
3,B00001P4ZR,2,1,2.0,5.0,0.3426835087843571,0,0.0,9
3,B00004SY4H,2,1,2.0,5.0,0.3426835087843571,0,0.0,10
3,B000001OM4,1,1,1.0,5.0,0.3426835087843571,0,0.0,11
3,B00000J1QK,1,1,1.0,5.0,0.3426835087843571,0,0.0,12
3,B00000J1V3,1,1,1.0,5.0,0.3426835087843571,0,0.0,13
3,B00000K4KH,1,1,1.0,5.0,0.3426835087843571,0,0.0,14
3,B00001W0DD,1,1,1.0,4.0,0.3426835087843571,0,0.0,15
3,B0000365CI,1,1,1.0,4.0,0.3426835087843571,0,0.0,16
3,B00004SABJ,1,1,1.0,3.0,0.3426835087843571,0,0.0,17
3,B00004T0RC,1,1,1.0,4.0,0.3426835087843571,0,0.0,18
3,B00004TEN2,1,1,1.0,5.0,0.3426835087843571,0,0.0,19
3,B00004TENT,1,1,1.0,5.0,0.3426835087843571,0,0.0,20
3,B00004THCZ,1,1,1.0,5.0,0.3426835087843571,0,0.0,21
3,B00004TWM6,1,1,1.0,5.0,0.3426835087843571,0,0.0,22
3,B00004TX6Z,1,1,1.0,5.0,0.3426835087843571,0,0.0,23
3,B00004TX71,1,1,1.0,5.0,0.3426835087843571,0,0.0,24
49,B00004U89W,8,1,8.0,4.875,0.3328680446539615,0,0.0,1
1,B00002EQCW,205,1,205.0,4.619512195121951,0.3327983329221116,0,0.0,1
1,B00000J1V5,170,1,170.0,4.705882352941177,0.3327983329221116,0,0.01764705882352941,2
1,B00000JDF5,143,1,143.0,4.713286713286713,0.3327983329221116,0,0.02097902097902098,3
1,B00000K13A,38,1,38.0,4.7368421052631575,0.3327983329221116,0,0.02631578947368421,4
1,B00000JDF8,14,1,14.0,4.571428571428571,0.3327983329221116,0,0.0,5
1,B00000K13I,14,1,14.0,4.5,0.3327983329221116,0,0.07142857142857142,6
1,B00004RDL5,12,1,12.0,4.0,0.3327983329221116,0,0.0,7
1,B00004TS39,10,1,10.0,4.7,0.3327983329221116,0,0.1,8
1,B00000J0D2,9,1,9.0,3.2222222222222223,0.3327983329221116,0,0.0,9
1,B00004TS3P,6,1,6.0,4.666666666666667,0.3327983329221116,0,0.16666666666666666,10
1,B00004TS3B,5,1,5.0,4.6,0.3327983329221116,0,0.2,11
1,B00003CWDH,3,1,3.0,5.0,0.3327983329221116,0,0.0,12
1,B00004SABB,3,1,3.0,4.666666666666667,0.3327983329221116,0,0.0,13
1,0972683275,2,1,2.0,5.0,0.3327983329221116,0,0.0,14
1,B00000J4EY,2,1,2.0,5.0,0.3327983329221116,0,0.0,15
1,B00000K135,2,1,2.0,5.0,0.3327983329221116,0,0.0,16
1,B00001ZWXA,2,1,2.0,4.5,0.3327983329221116,0,0.0,17
1,1400698987,1,1,1.0,5.0,0.3327983329221116,0,0.0,18
1,9043413585,1,1,1.0,3.0,0.3327983329221116,0,0.0,19
1,9983891212,1,1,1.0,5.0,0.3327983329221116,0,0.0,20
1,B000001OL6,1,1,1.0,1.0,0.3327983329221116,0,0.0,21
1,B000001OM4,1,1,1.0,5.0,0.3327983329221116,0,0.0,22
1,B000001OM5,1,1,1.0,5.0,0.3327983329221116,0,0.0,23
1,B00000J0AR,1,1,1.0,2.0,0.3327983329221116,0,0.0,24
1,B00000J4DV,1,1,1.0,5.0,0.3327983329221116,0,0.0,25
1,B00000JSES,1,1,1.0,5.0,0.3327983329221116,0,0.0,26
1,B00000K4KH,1,1,1.0,5.0,0.3327983329221116,0,0.0,27
1,B00001OPJZ,1,1,1.0,5.0,0.3327983329221116,0,0.0,28
1,B00001P4XH,1,1,1.0,4.0,0.3327983329221116,0,0.0,29
1,B00001P505,1,1,1.0,5.0,0.3327983329221116,0,0.0,30
1,B00001U0AJ,1,1,1.0,3.0,0.3327983329221116,0,0.0,31
1,B00001W0EQ,1,1,1.0,4.0,0.3327983329221116,0,0.0,32
1,B00002EQCS,1,1,1.0,5.0,0.3327983329221116,0,0.0,33
1,B000030068,1,1,1.0,5.0,0.3327983329221116,0,0.0,34
1,B00003CWDG,1,1,1.0,5.0,0.3327983329221116,0,0.0,35
1,B00004T8R2,1,1,1.0,4.0,0.3327983329221116,0,0.0,36
1,B00004TBLW,1,1,1.0,5.0,0.3327983329221116,0,0.0,37
1,B00004TDRH,1,1,1.0,5.0,0.3327983329221116,0,0.0,38
1,B00004TDSC,1,1,1.0,5.0,0.3327983329221116,0,0.0,39
1,B00004TWM3,1,1,1.0,4.0,0.3327983329221116,0,0.0,40
53,9981739588,7,1,7.0,4.428571428571429,0.3309887674939958,0,0.0,1
56,B00004THM7,7,1,7.0,4.857142857142857,0.3309887674939957,0,0.0,1
30,9985511476,18,1,18.0,4.611111111111111,0.3297305696040614,0,0.0,1
13,0972683275,213,1,213.0,4.455399061032864,0.3295816531014641,0,0.0,1
13,B00001WRSJ,1,1,1.0,5.0,0.3295816531014641,0,0.0,2
13,B000023VUL,1,1,1.0,4.0,0.3295816531014641,0,0.0,3
63,7507825604,6,1,6.0,4.833333333333333,0.3285142522387919,0,0.0,1
64,B00002NAXD,6,1,6.0,4.833333333333333,0.3285142522387919,0,0.0,1
41,B00004L8IG,11,1,11.0,4.818181818181818,0.32756047796914933,0,0.0,1
20,B00000DM9W,47,1,47.0,4.659574468085107,0.32725708701383793,0,0.0,1
20,B00004TDLD,18,1,18.0,4.944444444444445,0.32725708701383793,0,0.0,2
15,B00001ZWXA,124,1,124.0,4.32258064516129,0.32681269419022724,0,0.0,1
15,B00004SY4H,44,1,44.0,4.7727272727272725,0.32681269419022724,0,0.0,2
15,0972683275,1,1,1.0,3.0,0.32681269419022724,0,0.0,3
15,B00000JSES,1,1,1.0,5.0,0.32681269419022724,0,0.0,4
15,B00001WRSJ,1,1,1.0,5.0,0.32681269419022724,0,0.0,5
45,B00004TDSA,10,1,10.0,4.6,0.3255551704024645,0,0.0,1
78,B00000J1UB,5,1,5.0,4.8,0.32508735603120703,0,0.0,1
79,B00004TJ7S,5,1,5.0,4.8,0.32508735603120703,0,0.0,1
87,9966541551,5,1,5.0,4.6,0.32508735603120703,0,0.0,1
37,B00000J4DV,14,1,14.0,4.714285714285714,0.3246879762194021,0,0.0,1
26,B00002N7FQ,26,1,26.0,4.538461538461538,0.32397525331356536,0,0.0,1
8,B00004THCZ,223,1,223.0,4.179372197309417,0.318632141428335,0,0.0,1
8,9983891212,82,1,82.0,4.695121951219512,0.318632141428335,0,0.0,2
8,B00004TBLW,53,1,53.0,4.471698113207547,0.318632141428335,0,0.0,3
8,998498480X,9,1,9.0,4.666666666666667,0.318632141428335,0,0.0,4
8,B00004THCY,9,1,9.0,3.7777777777777777,0.318632141428335,0,0.0,5
8,B00004THM6,2,1,2.0,4.5,0.318632141428335,0,0.0,6
8,0972683275,1,1,1.0,5.0,0.318632141428335,0,0.0,7
8,B00001P4ZH,1,1,1.0,5.0,0.318632141428335,0,0.0,8
8,B00001QEMF,1,1,1.0,5.0,0.318632141428335,0,0.0,9
35,B00004TWLY,14,1,14.0,4.571428571428571,0.31735799332804193,0,0.0,1
17,B00002NDRQ,53,1,53.0,4.566037735849057,0.31640580052737305,0,0.0,1
17,B00000J1QK,21,1,21.0,4.190476190476191,0.31640580052737305,0,0.0,2
17,9043413585,6,1,6.0,3.5,0.31640580052737305,0,0.0,3
9,B00000K135,102,1,102.0,4.480392156862745,0.31600481685235665,0,0.0,1
9,B00000J1SC,75,1,75.0,4.253333333333333,0.31600481685235665,0,0.0,2
9,B00004SQET,45,1,45.0,4.711111111111111,0.31600481685235665,0,0.0,3
9,B00000K13L,37,1,37.0,4.72972972972973,0.31600481685235665,0,0.0,4
9,B00004TX6Z,33,1,33.0,4.7272727272727275,0.31600481685235665,0,0.030303030303030304,5
9,B00004TX71,29,1,29.0,4.517241379310345,0.31600481685235665,0,0.034482758620689655,6
9,B00000J1V3,27,1,27.0,4.592592592592593,0.31600481685235665,0,0.0,7
9,B00003CWFA,13,1,13.0,4.384615384615385,0.31600481685235665,0,0.0,8
9,1400699169,11,1,11.0,4.454545454545454,0.31600481685235665,0,0.0,9
9,B00004TX77,8,1,8.0,4.5,0.31600481685235665,0,0.0,10
9,B00000K4KH,1,1,1.0,4.0,0.31600481685235665,0,0.0,11
9,B00001P4ZR,1,1,1.0,3.0,0.31600481685235665,0,0.0,12
9,B00004TBLW,1,1,1.0,3.0,0.31600481685235665,0,0.0,13
12,B00001P4XH,166,1,166.0,4.066265060240964,0.3134940000890761,0,0.0,1
12,B00000J1UQ,43,1,43.0,4.790697674418604,0.3134940000890761,0,0.0,2
12,B0000226L0,7,1,7.0,3.7142857142857144,0.3134940000890761,0,0.0,3
12,B00004TZFM,6,1,6.0,3.8333333333333335,0.3134940000890761,0,0.0,4
12,B00001WRSJ,1,1,1.0,4.0,0.3134940000890761,0,0.0,5
12,B00001ZWXA,1,1,1.0,5.0,0.3134940000890761,0,0.0,6
47,B00003CWE5,9,1,9.0,3.7777777777777777,0.3121282741948797,0,0.0,1
5,B00003CWDH,123,1,123.0,4.471544715447155,0.31194306976818426,0,0.0,1
5,B00003CWDG,102,1,102.0,4.245098039215686,0.31194306976818426,0,0.0,2
5,B00004TVSP,51,1,51.0,4.215686274509804,0.31194306976818426,0,0.0,3
5,B00003CWDQ,43,1,43.0,3.953488372093023,0.31194306976818426,0,0.0,4
5,B00003CWDK,36,1,36.0,4.666666666666667,0.31194306976818426,0,0.0,5
5,B00002EQCS,29,1,29.0,4.275862068965517,0.31194306976818426,0,0.0,6
5,B00000J1U8,21,1,21.0,4.619047619047619,0.31194306976818426,0,0.0,7
5,B000028F42,20,1,20.0,3.3,0.31194306976818426,0,0.0,8
5,B00003CW9Q,16,1,16.0,3.9375,0.31194306976818426,0,0.0,9
5,B00003CWG2,13,1,13.0,4.461538461538462,0.31194306976818426,0,0.0,10
5,B00004RIPE,6,1,6.0,4.333333333333333,0.31194306976818426,0,0.0,11
5,9984984362,5,1,5.0,4.4,0.31194306976818426,0,0.0,12
5,B00000JDFI,5,1,5.0,5.0,0.31194306976818426,0,0.0,13
5,B00003CWEX,5,1,5.0,3.2,0.31194306976818426,0,0.0,14
5,B00000JI4F,2,1,2.0,5.0,0.31194306976818426,0,0.0,15
5,B00001ZWXA,2,1,2.0,3.0,0.31194306976818426,0,0.0,16
5,B00004THCZ,2,1,2.0,4.0,0.31194306976818426,0,0.0,17
5,1400532655,1,1,1.0,4.0,0.31194306976818426,0,0.0,18
5,B000001OM5,1,1,1.0,1.0,0.31194306976818426,0,0.0,19
5,B00000J1SC,1,1,1.0,4.0,0.31194306976818426,0,0.0,20
5,B00000J1UQ,1,1,1.0,5.0,0.31194306976818426,0,0.0,21
5,B00000J1V3,1,1,1.0,4.0,0.31194306976818426,0,0.0,22
5,B00000J4EY,1,1,1.0,5.0,0.31194306976818426,0,0.0,23
5,B00001W0DD,1,1,1.0,5.0,0.31194306976818426,0,0.0,24
5,B00001WRSJ,1,1,1.0,5.0,0.31194306976818426,0,0.0,25
5,B00004SY4H,1,1,1.0,5.0,0.31194306976818426,0,0.0,26
5,B00004T8R2,1,1,1.0,5.0,0.31194306976818426,0,0.0,27
32,9888002198,17,1,17.0,4.235294117647059,0.3110095557494177,0,0.0,1
25,9984984354,23,1,23.0,3.6956521739130435,0.3061655045079995,0,0.0,1
25,9966569863,7,1,7.0,4.714285714285714,0.3061655045079995,0,0.0,2
27,B00004TYBM,22,1,22.0,4.454545454545454,0.3057688339843916,0,0.0,1
10,B00004SABB,215,1,215.0,3.953488372093023,0.3053772716325554,0,0.0,1
10,B00004T1XE,59,1,59.0,4.186440677966102,0.3053772716325554,0,0.0,2
10,B00000J1V7,17,1,17.0,4.9411764705882355,0.3053772716325554,0,0.0,3
10,B00000J6WY,17,1,17.0,3.176470588235294,0.3053772716325554,0,0.0,4
10,B0000326O1,13,1,13.0,4.076923076923077,0.3053772716325554,0,0.0,5
10,B00000J1E6,7,1,7.0,2.142857142857143,0.3053772716325554,0,0.0,6
10,8862935293,6,1,6.0,3.6666666666666665,0.3053772716325554,0,0.0,7
10,B00000J060,6,1,6.0,4.166666666666667,0.3053772716325554,0,0.0,8
10,B00004SABH,5,1,5.0,4.8,0.3053772716325554,0,0.0,9
10,B00001P4ZH,2,1,2.0,4.5,0.3053772716325554,0,0.0,10
10,B00004SABJ,2,1,2.0,3.5,0.3053772716325554,0,0.0,11
10,9573212919,1,1,1.0,5.0,0.3053772716325554,0,0.0,12
10,B00000J1UQ,1,1,1.0,5.0,0.3053772716325554,0,0.0,13
10,B00000J4M9,1,1,1.0,5.0,0.3053772716325554,0,0.0,14
10,B00000JFMK,1,1,1.0,4.0,0.3053772716325554,0,0.0,15
10,B00000K135,1,1,1.0,5.0,0.3053772716325554,0,0.0,16
10,B00001P4XH,1,1,1.0,4.0,0.3053772716325554,0,0.0,17
10,B00001ZWXA,1,1,1.0,5.0,0.3053772716325554,0,0.0,18
10,B00002EQCS,1,1,1.0,5.0,0.3053772716325554,0,0.0,19
10,B00002NDRQ,1,1,1.0,5.0,0.3053772716325554,0,0.0,20
10,B00003CWG2,1,1,1.0,5.0,0.3053772716325554,0,0.0,21
10,B00004SY4H,1,1,1.0,2.0,0.3053772716325554,0,0.0,22
10,B00004TKVD,1,1,1.0,5.0,0.3053772716325554,0,0.0,23
70,B00004SY5G,5,1,5.0,4.6,0.30508735603120707,0,0.0,1
71,B00003CWC9,5,1,5.0,4.6,0.30508735603120707,0,0.0,1
73,B00003CWG3,5,1,5.0,4.4,0.30508735603120707,0,0.0,1
76,B00002NDRF,5,1,5.0,4.6,0.30508735603120707,0,0.0,1
77,B00000JBRV,5,1,5.0,4.4,0.30508735603120707,0,0.0,1
81,B00004TY7Q,5,1,5.0,4.6,0.30508735603120707,0,0.0,1
85,B00004TS3D,5,1,5.0,4.6,0.30508735603120707,0,0.0,1
74,B00004U4S7,5,1,5.0,4.4,0.305087356031207,0,0.0,1
82,B000006OQ8,5,1,5.0,4.6,0.305087356031207,0,0.0,1
18,B00000JI4F,74,1,74.0,4.121621621621622,0.3036430486999237,0,0.0,1
2,B00001W0DI,62,1,62.0,4.354838709677419,0.30325768155450267,0,0.0,1
2,B00001W0DH,54,1,54.0,4.425925925925926,0.30325768155450267,0,0.0,2
2,B00001OWYM,44,1,44.0,3.5454545454545454,0.30325768155450267,0,0.0,3
2,B000001ON6,41,1,41.0,4.2926829268292686,0.30325768155450267,0,0.0,4
2,B00004T1XK,38,1,38.0,4.105263157894737,0.30325768155450267,0,0.0,5
2,9625993428,35,1,35.0,3.8,0.30325768155450267,0,0.0,6
2,B00000J1EQ,33,1,33.0,4.666666666666667,0.30325768155450267,0,0.0,7
2,B00000J1QR,30,1,30.0,4.266666666666667,0.30325768155450267,0,0.0,8
2,B00000J4GE,28,1,28.0,4.25,0.30325768155450267,0,0.0,9
2,B000001OM5,22,1,22.0,3.8636363636363638,0.30325768155450267,0,0.0,10
2,3744295508,19,1,19.0,4.947368421052632,0.30325768155450267,0,0.0,11
2,B00000J4EY,17,1,17.0,4.823529411764706,0.30325768155450267,0,0.0,12
2,B00001ZT4H,17,1,17.0,4.529411764705882,0.30325768155450267,0,0.0,13
2,B00001W0DC,15,1,15.0,4.2,0.30325768155450267,0,0.0,14
2,B00004TWVY,14,1,14.0,4.857142857142857,0.30325768155450267,0,0.07142857142857142,15
2,7214047977,13,1,13.0,4.3076923076923075,0.30325768155450267,0,0.0,16
2,B00000J1EP,13,1,13.0,4.538461538461538,0.30325768155450267,0,0.0,17
2,B00000J1F3,12,1,12.0,4.5,0.30325768155450267,0,0.0,18
2,B00000JFE3,11,1,11.0,4.0,0.30325768155450267,0,0.0,19
2,B00004STHL,11,1,11.0,2.4545454545454546,0.30325768155450267,0,0.0,20
2,B00001W0DG,9,1,9.0,3.6666666666666665,0.30325768155450267,0,0.0,21
2,B00004TDRH,9,1,9.0,4.0,0.30325768155450267,0,0.0,22
2,B000001OL6,8,1,8.0,3.875,0.30325768155450267,0,0.0,23
2,B00000I9HE,8,1,8.0,4.125,0.30325768155450267,0,0.0,24
2,B000001OMZ,6,1,6.0,4.666666666666667,0.30325768155450267,0,0.0,25
2,B00000J1UA,6,1,6.0,4.333333333333333,0.30325768155450267,0,0.0,26
2,B00000JXV3,6,1,6.0,4.333333333333333,0.30325768155450267,0,0.0,27
2,B00001W0D5,6,1,6.0,3.6666666666666665,0.30325768155450267,0,0.0,28
2,B00003GO0E,6,1,6.0,4.666666666666667,0.30325768155450267,0,0.0,29
2,B00000I9HF,5,1,5.0,4.8,0.30325768155450267,0,0.0,30
2,B00000J0IX,5,1,5.0,4.0,0.30325768155450267,0,0.0,31
2,B00004SYKO,5,1,5.0,5.0,0.30325768155450267,0,0.0,32
2,B00004T8R2,5,1,5.0,4.8,0.30325768155450267,0,0.2,33
2,B00001WRSJ,4,1,4.0,4.5,0.30325768155450267,0,0.0,34
2,B00001YVG4,4,1,4.0,4.75,0.30325768155450267,0,0.0,35
2,B00004NKHY,4,1,4.0,4.0,0.30325768155450267,0,0.0,36
2,B00004SU73,4,1,4.0,3.5,0.30325768155450267,0,0.0,37
2,B00001P4ZH,3,1,3.0,3.3333333333333335,0.30325768155450267,0,0.0,38
2,B00002EQCW,3,1,3.0,4.0,0.30325768155450267,0,0.0,39
2,B00001P4XH,2,1,2.0,4.0,0.30325768155450267,0,0.0,40
2,B00003CWDG,2,1,2.0,4.5,0.30325768155450267,0,0.0,41
2,B00004SABB,2,1,2.0,5.0,0.30325768155450267,0,0.0,42
2,B00004THCZ,2,1,2.0,5.0,0.30325768155450267,0,0.0,43
2,0972683275,1,1,1.0,5.0,0.30325768155450267,0,0.0,44
2,1400532655,1,1,1.0,5.0,0.30325768155450267,0,0.0,45
2,B00000J05A,1,1,1.0,3.0,0.30325768155450267,0,0.0,46
2,B00000J1UQ,1,1,1.0,5.0,0.30325768155450267,0,0.0,47
2,B00000JDF5,1,1,1.0,5.0,0.30325768155450267,0,0.0,48
2,B00000K13L,1,1,1.0,5.0,0.30325768155450267,0,0.0,49
2,B00001OPJZ,1,1,1.0,5.0,0.30325768155450267,0,0.0,50
2,B00001P4ZR,1,1,1.0,4.0,0.30325768155450267,0,0.0,51
2,B00001W0EQ,1,1,1.0,5.0,0.30325768155450267,0,0.0,52
2,B00001ZWXA,1,1,1.0,5.0,0.30325768155450267,0,0.0,53
2,B000023VUL,1,1,1.0,2.0,0.30325768155450267,0,0.0,54
2,B00003CWDH,1,1,1.0,4.0,0.30325768155450267,0,0.0,55
2,B00004SQET,1,1,1.0,5.0,0.30325768155450267,0,0.0,56
2,B00004TDN0,1,1,1.0,5.0,0.30325768155450267,0,0.0,57
2,B00004THDE,1,1,1.0,5.0,0.30325768155450267,0,0.0,58
2,B00004TKVD,1,1,1.0,4.0,0.30325768155450267,0,0.0,59
2,B00004TWM6,1,1,1.0,3.0,0.30325768155450267,0,0.0,60
2,B00004TZJQ,1,1,1.0,3.0,0.30325768155450267,0,0.0,61
34,B00004TJ0L,14,1,14.0,4.5,0.30316584191657914,0,0.0,1
21,B00000K4KH,62,1,62.0,4.225806451612903,0.3027818460833608,0,0.0,1
52,B00000DMA3,7,1,7.0,4.285714285714286,0.30241733892256717,0,0.0,1
58,8918010656,7,1,7.0,4.428571428571429,0.30241733892256717,0,0.0,1
11,B00001P4XA,153,1,153.0,3.7973856209150325,0.30165793608198543,0,0.0,1
11,B000001OM4,32,1,32.0,4.3125,0.30165793608198543,0,0.0,2
11,B00004TZF9,30,1,30.0,4.266666666666667,0.30165793608198543,0,0.0,3
11,9983891204,17,1,17.0,4.764705882352941,0.30165793608198543,0,0.0,4
11,B00000J0D5,12,1,12.0,2.9166666666666665,0.30165793608198543,0,0.0,5
11,B00001P4ZH,8,1,8.0,4.375,0.30165793608198543,0,0.0,6
11,B00004T8R2,5,1,5.0,4.0,0.30165793608198543,0,0.0,7
11,B00004TZJQ,4,1,4.0,4.0,0.30165793608198543,0,0.0,8
11,B00000J1SC,2,1,2.0,4.0,0.30165793608198543,0,0.0,9
11,9983891212,1,1,1.0,5.0,0.30165793608198543,0,0.0,10
11,B00000J1V5,1,1,1.0,5.0,0.30165793608198543,0,0.0,11
11,B00000JBIA,1,1,1.0,1.0,0.30165793608198543,0,0.0,12
11,B00000JI38,1,1,1.0,3.0,0.30165793608198543,0,0.0,13
11,B00000JSGF,1,1,1.0,4.0,0.30165793608198543,0,0.0,14
11,B00000JYLO,1,1,1.0,5.0,0.30165793608198543,0,0.0,15
11,B00001P4XH,1,1,1.0,4.0,0.30165793608198543,0,0.0,16
11,B00001W0DD,1,1,1.0,5.0,0.30165793608198543,0,0.0,17
11,B000021YU8,1,1,1.0,4.0,0.30165793608198543,0,0.0,18
11,B00003OPEV,1,1,1.0,5.0,0.30165793608198543,0,0.0,19
11,B00004SGD3,1,1,1.0,5.0,0.30165793608198543,0,0.0,20
11,B00004T1XE,1,1,1.0,4.0,0.30165793608198543,0,0.0,21
11,B00004TJ7O,1,1,1.0,5.0,0.30165793608198543,0,0.0,22
48,B00000JD3O,9,1,9.0,4.555555555555555,0.3010171630837686,0,0.0,1
7,1400532655,106,1,106.0,3.8207547169811322,0.30045595389285557,0,0.0,1
7,140053271X,68,1,68.0,3.7794117647058822,0.30045595389285557,0,0.0,2
7,1400501466,43,1,43.0,3.953488372093023,0.30045595389285557,0,0.0,3
7,1400532620,41,1,41.0,3.6097560975609757,0.30045595389285557,0,0.0,4
7,1400599997,39,1,39.0,3.9743589743589745,0.30045595389285557,0,0.0,5
7,1400698987,27,1,27.0,4.185185185185185,0.30045595389285557,0,0.0,6
7,9575871979,25,1,25.0,4.04,0.30045595389285557,0,0.0,7
7,1400501520,20,1,20.0,4.4,0.30045595389285557,0,0.0,8
7,1400501776,20,1,20.0,4.15,0.30045595389285557,0,0.0,9
7,1400532736,13,1,13.0,3.230769230769231,0.30045595389285557,0,0.0,10
7,B00000J3GR,8,1,8.0,5.0,0.30045595389285557,0,0.0,11
7,B000001OMI,7,1,7.0,4.285714285714286,0.30045595389285557,0,0.0,12
7,B00000JD3C,6,1,6.0,4.0,0.30045595389285557,0,0.0,13
7,1615527613,5,1,5.0,4.2,0.30045595389285557,0,0.0,14
7,B00004THD4,4,1,4.0,4.0,0.30045595389285557,0,0.0,15
7,0972683275,1,1,1.0,5.0,0.30045595389285557,0,0.0,16
7,B00000DM9W,1,1,1.0,2.0,0.30045595389285557,0,0.0,17
7,B00001W0EQ,1,1,1.0,4.0,0.30045595389285557,0,0.0,18
7,B00001WRSJ,1,1,1.0,5.0,0.30045595389285557,0,0.0,19
7,B00004SABB,1,1,1.0,1.0,0.30045595389285557,0,0.0,20
7,B00004THCZ,1,1,1.0,4.0,0.30045595389285557,0,0.0,21
38,B00003CWG4,13,1,13.0,3.923076923076923,0.29977557574562436,0,0.0,1
