user_id,rating_entropy,avg_rating,std_rating,rating_concentration,pct_five_star,pct_positive_ratings,num_ratings
A10K4IH3C93O4L,0.0,4.0,0.0,1.0,0.0,1.0,1
A10KDHOU58875,0.0,5.0,0.0,1.0,1.0,1.0,1
A10KI8CUGFN14O,0.0,5.0,0.0,1.0,1.0,1.0,1
A10LSISVUDS2GH,0.0,5.0,0.0,1.0,1.0,1.0,1
A10LWFKVC21F82,0.0,3.0,0.0,1.0,0.0,0.0,1
A10M0GF5ZFODYU,0.0,2.0,0.0,1.0,0.0,0.0,1
A10MB3X3QKRDI0,0.0,5.0,0.0,1.0,1.0,1.0,1
A10MVAVRS0Y91,0.0,4.0,0.0,1.0,0.0,1.0,1
A10MVOFKTZVNN4,0.0,1.0,0.0,1.0,0.0,0.0,1
A10N9KVV3DIUWD,0.0,3.0,0.0,1.0,0.0,0.0,1
A10NIIWUHCDI0Q,0.0,1.0,0.0,1.0,0.0,0.0,1
A10NQKIG7NXUR7,0.0,5.0,0.0,1.0,1.0,1.0,1
A10ONZJPXOK6G7,0.0,5.0,0.0,1.0,1.0,1.0,1
A10P8UG177H2XR,0.0,2.0,0.0,1.0,0.0,0.0,1
A10PEXB6XAQ5XF,0.0,5.0,0.0,1.0,1.0,1.0,1
A10QQWAYZVX2QS,0.0,4.0,0.0,1.0,0.0,1.0,1
A10R0C79S921EP,0.0,5.0,0.0,1.0,1.0,1.0,1
A10RHYA8B2K9QT,0.0,5.0,0.0,1.0,1.0,1.0,1
A10S9NK38WEQ65,0.0,4.0,0.0,1.0,0.0,1.0,1
A10SRJNBFF2BGY,0.43067655807339306,4.5,0.7071067811865476,0.5693234419266069,0.5,1.0,2
A10TI75YHEDJ55,0.0,4.0,0.0,1.0,0.0,1.0,1
A10TI8SX6OKJ23,0.0,5.0,0.0,1.0,1.0,1.0,1
A10TTUZKZRCT44,0.0,5.0,0.0,1.0,1.0,1.0,1
A10U7PLPODFA0M,0.0,4.0,0.0,1.0,0.0,1.0,1
A10UHQH1YL5Q6B,0.0,5.0,0.0,1.0,1.0,1.0,1
A10UQI8QS0Z2N3,0.0,5.0,0.0,1.0,1.0,1.0,1
A10VE1GY2DIMOZ,0.0,3.0,0.0,1.0,0.0,0.0,1
A10VGVCS9EFVGZ,0.0,3.0,0.0,1.0,0.0,0.0,1
A10WET3ZP50AFG,0.0,5.0,0.0,1.0,1.0,1.0,1
A10WILNLQ44MGQ,0.0,5.0,0.0,1.0,1.0,1.0,1
A10X33VL24RGDK,0.0,5.0,0.0,1.0,1.0,1.0,1
A10X3LYWCWIDAH,0.0,5.0,0.0,1.0,1.0,1.0,1
A10X9ME6R66JDX,0.0,4.0,0.0,1.0,0.0,1.0,1
A10XB56QFYLVC8,0.0,5.0,0.0,1.0,1.0,1.0,1
A10Y058K7B96C6,0.0,5.0,0.0,1.0,1.0,1.0,1
A10YZUINKZHDJW,0.0,5.0,0.0,1.0,1.0,1.0,1
A10ZEOXLINIOEP,0.0,5.0,0.0,1.0,1.0,1.0,1
A110PC8C5Y7MQD,0.0,4.0,0.0,1.0,0.0,1.0,1
A110S8IJ3ZID0D,0.0,5.0,0.0,1.0,1.0,1.0,1
A111XJY4XSDIY9,0.0,5.0,0.0,1.0,1.0,1.0,1
A11229C4LTJ4JG,0.0,5.0,0.0,1.0,1.0,1.0,1
A112SYEKX4ZTUI,0.0,5.0,0.0,1.0,1.0,1.0,1
A11312A9J5RL9J,0.0,5.0,0.0,1.0,1.0,1.0,1
A1134O4T95NOR2,0.0,4.0,0.0,1.0,0.0,1.0,1
A113JL355TBC33,0.0,1.0,0.0,1.0,0.0,0.0,1
A113KNP2LMBXMI,0.0,5.0,0.0,1.0,1.0,1.0,1
A114Z5X6UH93GT,0.0,5.0,0.0,1.0,1.0,1.0,1
A115J29WONV2JZ,0.0,5.0,0.0,1.0,1.0,1.0,1
A11617B1NW474D,0.0,5.0,0.0,1.0,1.0,1.0,1
A1169WM71ZTLXR,0.0,5.0,0.0,1.0,1.0,1.0,1
A116JE9WSXSETB,0.0,5.0,0.0,1.0,1.0,1.0,1
A1179AOJ8WJL5U,0.0,3.0,0.0,1.0,0.0,0.0,1
A117L29JBUWK5U,0.0,5.0,0.0,1.0,1.0,1.0,1
A118A49ORGNEUM,0.43067655807339306,4.0,1.4142135623730951,0.5693234419266069,0.5,0.5,2
A118PJ95C6GDJI,0.0,3.0,0.0,1.0,0.0,0.0,1
A119IU67AHNE2W,0.0,4.0,0.0,1.0,0.0,1.0,1
A119UPKK8J0VWQ,0.0,5.0,0.0,1.0,1.0,1.0,1
A119VL7KR5EIR6,0.0,5.0,0.0,1.0,1.0,1.0,1
A11A8GWG0IXBZH,0.0,5.0,0.0,1.0,1.0,1.0,1
A11B7E8ERAX3KD,0.0,1.0,0.0,1.0,0.0,0.0,1
A11CH52DG6EF6P,0.0,1.0,0.0,1.0,0.0,0.0,2
A11D1KHM7DVOQK,0.6826061944859853,3.0,1.0,0.31739380551401475,0.0,0.3333333333333333,3
A11D3W4CFYZNHM,0.0,4.0,0.0,1.0,0.0,1.0,1
A11DJX3UKJD737,0.0,2.0,0.0,1.0,0.0,0.0,1
A11ED8O95W2103,0.4181656600790517,4.2,1.0954451150103321,0.5818343399209482,0.6,0.6,5
A11EKN3A8FUEDC,0.0,5.0,0.0,1.0,1.0,1.0,1
A11F8JSQ206D9J,0.0,5.0,0.0,1.0,1.0,1.0,1
A11HV501OX9MNV,0.0,4.0,0.0,1.0,0.0,1.0,1
A11IFJDOZ0T6Z2,0.0,3.0,0.0,1.0,0.0,0.0,1
A11IR07H8SYDD0,0.0,5.0,0.0,1.0,1.0,1.0,1
A11JCTWMX14IGZ,0.43067655807339306,2.0,1.4142135623730951,0.5693234419266069,0.0,0.0,2
A11JD0X51IJ7RM,0.0,5.0,0.0,1.0,1.0,1.0,1
A11JDD2KZVUOT6,0.0,5.0,0.0,1.0,1.0,1.0,1
A11KX4PSKOL7VL,0.0,5.0,0.0,1.0,1.0,1.0,1
A11KZ906QD08C5,0.0,4.0,0.0,1.0,0.0,1.0,1
A11L3AWH521WFV,0.0,3.0,0.0,1.0,0.0,0.0,1
A11L90R7RWJA8H,0.0,2.0,0.0,1.0,0.0,0.0,1
A11LTGLPJ66GTN,0.0,5.0,0.0,1.0,1.0,1.0,1
A11N54DYZ6NT3K,0.0,4.0,0.0,1.0,0.0,1.0,1
A11NR4AJK9TNQM,0.0,4.0,0.0,1.0,0.0,1.0,1
A11NRU3W8RS375,0.0,5.0,0.0,1.0,1.0,1.0,1
A11QDRK8G3TVP7,0.0,4.0,0.0,1.0,0.0,1.0,1
A11QNB7FPVY3V,0.0,5.0,0.0,1.0,1.0,1.0,1
A11T5128OZMUY4,0.0,5.0,0.0,1.0,1.0,1.0,1
A11T76EZ8AG96E,0.0,4.0,0.0,1.0,0.0,1.0,1
A11V8U5E758U8U,0.0,5.0,0.0,1.0,1.0,1.0,1
A11V9E4044WFNK,0.0,5.0,0.0,1.0,1.0,1.0,1
A11VI2ORDN0AHS,0.0,5.0,0.0,1.0,1.0,1.0,1
A11Y89064TEGQ8,0.0,5.0,0.0,1.0,1.0,1.0,1
A11YC90BA0KJQ7,0.0,5.0,0.0,1.0,1.0,1.0,1
A11ZI425LVTVH7,0.0,5.0,0.0,1.0,1.0,1.0,1
A11ZMOBS6NWMB,0.0,4.0,0.0,1.0,0.0,1.0,1
A11ZP93TJED4T6,0.0,2.0,0.0,1.0,0.0,0.0,1
A120ULF73SUTI9,0.0,4.0,0.0,1.0,0.0,1.0,1
A1210QJT54O8T0,0.0,4.0,0.0,1.0,0.0,1.0,1
A124AKDXC26XT9,0.0,5.0,0.0,1.0,1.0,1.0,1
A124ZQ5I18IAB,0.0,3.0,0.0,1.0,0.0,0.0,1
A1263RB8HKHD76,0.0,5.0,0.0,1.0,1.0,1.0,1
A127GZ51PD786F,0.0,4.0,0.0,1.0,0.0,1.0,1
A127KI9JEAESJ1,0.0,1.0,0.0,1.0,0.0,0.0,1
A127P8A5QQ05KN,0.0,5.0,0.0,1.0,1.0,1.0,1
A127X09WZNT908,0.0,5.0,0.0,1.0,1.0,1.0,1
A129AN1EZZVG61,0.0,1.0,0.0,1.0,0.0,0.0,1
A12A8LU93A132U,0.0,5.0,0.0,1.0,1.0,1.0,1
A12AT4IWHODYRP,0.0,4.0,0.0,1.0,0.0,1.0,1
A12AU3CNAWYO5D,0.0,5.0,0.0,1.0,1.0,1.0,1
A12AYONFLIYMSZ,0.0,5.0,0.0,1.0,1.0,1.0,1
A12BD1BM69K25L,0.0,5.0,0.0,1.0,1.0,1.0,1
A12C1TVFHW1JX2,0.0,4.0,0.0,1.0,0.0,1.0,1
A12D2E7JYO5IPG,0.0,5.0,0.0,1.0,1.0,1.0,1
A12DLJESJKM1OQ,0.0,4.0,0.0,1.0,0.0,1.0,1
A12EMDRJ838FPF,0.0,4.0,0.0,1.0,0.0,1.0,1
A12ENBT314RFXR,0.0,5.0,0.0,1.0,1.0,1.0,1
A12EO7KLFN2JLU,0.0,4.0,0.0,1.0,0.0,1.0,1
A12EPLIQ9BBXIZ,0.0,3.0,0.0,1.0,0.0,0.0,1
A12F8OG8CKZU9L,0.0,5.0,0.0,1.0,1.0,1.0,1
A12G7V6HEAQ9JK,0.0,5.0,0.0,1.0,1.0,1.0,1
A12GIOKE26ZFKJ,0.0,5.0,0.0,1.0,1.0,1.0,1
A12HW0ECID12WF,0.0,5.0,0.0,1.0,1.0,1.0,1
A12I3HHLUD6WY9,0.0,5.0,0.0,1.0,1.0,1.0,1
A12L8U16SFK06N,0.0,4.0,0.0,1.0,0.0,1.0,1
A12LIH1OJZIDKZ,0.0,4.0,0.0,1.0,0.0,1.0,1
A12N7MLCZZ797E,0.0,5.0,0.0,1.0,1.0,1.0,1
A12NAEUGYXUIRD,0.0,4.0,0.0,1.0,0.0,1.0,1
A12OILS0DDD1K9,0.0,5.0,0.0,1.0,1.0,1.0,1
A12PFARGH9ELDI,0.0,5.0,0.0,1.0,1.0,1.0,1
A12Q2PV6TZ6XX9,0.0,4.0,0.0,1.0,0.0,1.0,1
A12Q2ZZJFKNQ4S,0.0,4.0,0.0,1.0,0.0,1.0,1
A12RHMNTCAV5Z7,0.43067655807339306,3.5,0.7071067811865476,0.5693234419266069,0.0,0.5,2
A12RHQPWEZWAAH,0.0,5.0,0.0,1.0,1.0,1.0,1
A12S3E4HK8330R,0.0,5.0,0.0,1.0,1.0,1.0,2
A12SBVZP1QK9GM,0.0,4.0,0.0,1.0,0.0,1.0,1
A12SQEAX4EOM13,0.0,2.0,0.0,1.0,0.0,0.0,1
A12T2YJDP004C2,0.0,5.0,0.0,1.0,1.0,1.0,1
A12TAFRBBG9EI6,0.0,3.0,0.0,1.0,0.0,0.0,1
A12TECTYSRJ3UR,0.0,1.0,0.0,1.0,0.0,0.0,1
A12TM9OYN1GR0E,0.0,5.0,0.0,1.0,1.0,1.0,1
A12U739X0STRAO,0.0,4.0,0.0,1.0,0.0,1.0,1
A12UB0W1MAK18U,0.0,1.0,0.0,1.0,0.0,0.0,1
A12UGBVBI2NI7X,0.0,3.0,0.0,1.0,0.0,0.0,1
A12UQZS58C1DQ6,0.0,5.0,0.0,1.0,1.0,1.0,1
A12VYWCG0OBMM9,0.0,1.0,0.0,1.0,0.0,0.0,1
A12XCRHPREC51Y,0.0,4.0,0.0,1.0,0.0,1.0,1
A12YC1CY1XZ6KQ,0.0,4.0,0.0,1.0,0.0,1.0,1
A1302F5IP6W9Q1,0.0,3.0,0.0,1.0,0.0,0.0,1
A130VGG4P4PW5J,0.0,5.0,0.0,1.0,1.0,1.0,1
A130WL3J4YFXK9,0.0,5.0,0.0,1.0,1.0,1.0,1
A131XK438X81X9,0.0,5.0,0.0,1.0,1.0,1.0,1
A132Q9YLCIRHDN,0.0,4.0,0.0,1.0,0.0,1.0,1
A132UAXQEMO52E,0.0,4.0,0.0,1.0,0.0,1.0,1
A133RMLL2B6OC9,0.0,5.0,0.0,1.0,1.0,1.0,1
A133Z74IY6J9D7,0.0,5.0,0.0,1.0,1.0,1.0,1
A134XZNXCGU7JD,0.0,5.0,0.0,1.0,1.0,1.0,1
A135MK4P9G8EDX,0.0,5.0,0.0,1.0,1.0,1.0,1
A1365J9VYWUHXB,0.0,4.0,0.0,1.0,0.0,1.0,1
A137OOBMF8P43D,0.0,5.0,0.0,1.0,1.0,1.0,1
A13831TMEGELTX,0.0,1.0,0.0,1.0,0.0,0.0,1
A138B0GK83O33R,0.0,5.0,0.0,1.0,1.0,1.0,1
A139TU0DN7WHEG,0.0,5.0,0.0,1.0,1.0,1.0,1
A13A9XV81EQF30,0.0,5.0,0.0,1.0,1.0,1.0,1
A13B39ZS8W9SQO,0.0,5.0,0.0,1.0,1.0,1.0,1
A13BOWET73AJQ1,0.0,4.0,0.0,1.0,0.0,1.0,1
A13BRR77UOED7D,0.0,5.0,0.0,1.0,1.0,1.0,1
A13BWQDECDDVIZ,0.0,4.0,0.0,1.0,0.0,1.0,1
A13BX9O5UDBILC,0.0,5.0,0.0,1.0,1.0,1.0,1
A13CEEFTSM9ZAZ,0.0,3.0,0.0,1.0,0.0,0.0,1
A13DD17X1AZFGJ,0.0,5.0,0.0,1.0,1.0,1.0,1
A13DDUENBR1CW8,0.0,5.0,0.0,1.0,1.0,1.0,1
A13E4PY6OVAGTX,0.0,5.0,0.0,1.0,1.0,1.0,1
A13EQE9EY2ET93,0.0,5.0,0.0,1.0,1.0,1.0,1
A13F9YN2DTH4D4,0.0,5.0,0.0,1.0,1.0,1.0,1
A13H8Z0F3FJ5AO,0.0,3.0,0.0,1.0,0.0,0.0,1
A13HO1F4SW568P,0.0,5.0,0.0,1.0,1.0,1.0,1
A13HUHXEQPX3YI,0.0,5.0,0.0,1.0,1.0,1.0,1
A13JB1PC2F89MY,0.0,5.0,0.0,1.0,1.0,1.0,1
A13JZ1WIEZMJXX,0.0,5.0,0.0,1.0,1.0,1.0,1
A13KJO7XGQGBD0,0.0,1.0,0.0,1.0,0.0,0.0,1
A13KTNVB5IG8SB,0.0,1.0,0.0,1.0,0.0,0.0,1
A13L45CSY7TEQZ,0.0,4.0,0.0,1.0,0.0,1.0,1
A13LR4L955N2NI,0.0,5.0,0.0,1.0,1.0,1.0,1
A13LRIL8P0TYK0,0.0,1.0,0.0,1.0,0.0,0.0,1
A13M0YEMOZZKDL,0.0,5.0,0.0,1.0,1.0,1.0,1
A13M65IGNEQXW1,0.0,3.0,0.0,1.0,0.0,0.0,1
A13MPH77KVE9NH,0.0,3.0,0.0,1.0,0.0,0.0,1
A13NWJUMVNS6YZ,0.0,5.0,0.0,1.0,1.0,1.0,1
A13OA6RAGTF183,0.0,4.0,0.0,1.0,0.0,1.0,1
A13OMZX5UHL36K,0.0,5.0,0.0,1.0,1.0,1.0,1
A13OR6VTA2EBH9,0.0,5.0,0.0,1.0,1.0,1.0,1
A13P1SRWGJTBSO,0.0,5.0,0.0,1.0,1.0,1.0,1
A13P785VXM6DBU,0.0,5.0,0.0,1.0,1.0,1.0,1
A13QF33ZVNS0SB,0.0,5.0,0.0,1.0,1.0,1.0,1
A13QGI4AZOB64K,0.0,5.0,0.0,1.0,1.0,1.0,1
A13QUJ8535XWSP,0.0,5.0,0.0,1.0,1.0,1.0,1
A13R0XX727WQB8,0.0,3.0,0.0,1.0,0.0,0.0,1
A13RCE7C3EU2EP,0.0,4.0,0.0,1.0,0.0,1.0,1
A13REZ5NPV6L,0.0,5.0,0.0,1.0,1.0,1.0,1
A13RIB5M9L611E,0.0,5.0,0.0,1.0,1.0,1.0,1
A13RLDI2F7OQOH,0.0,5.0,0.0,1.0,1.0,1.0,1
A13SAVYJLEH4D1,0.0,4.0,0.0,1.0,0.0,1.0,1
A13UQXD9UWRS7U,0.0,5.0,0.0,1.0,1.0,1.0,1
A13VCBOZ3ZG2UV,0.0,5.0,0.0,1.0,1.0,1.0,1
A13VF2IKG8W3K8,0.0,3.0,0.0,1.0,0.0,0.0,1
A13WL1MBY347F7,0.0,5.0,0.0,1.0,1.0,1.0,1
A13WNGIMC3PSXM,0.0,2.0,0.0,1.0,0.0,0.0,1
A13WREJ05GMRA6,0.0,3.0,0.0,1.0,0.0,0.0,1
A13X3KB8XPS0ZX,0.43067655807339306,1.5,0.7071067811865476,0.5693234419266069,0.0,0.0,2
A13YCUYVQ1S2WP,0.0,4.0,0.0,1.0,0.0,1.0,1
A13YHMQKJF3ZL5,0.0,5.0,0.0,1.0,1.0,1.0,1
A13ZFIPTZ0IVGF,0.0,4.0,0.0,1.0,0.0,1.0,1
A13ZRACMTM4ENB,0.0,1.0,0.0,1.0,0.0,0.0,1
A13ZT5G31M5WJ5,0.0,4.0,0.0,1.0,0.0,1.0,1
A1400N2R4PQTWF,0.0,5.0,0.0,1.0,1.0,1.0,1
A1409QCA0NZMYG,0.0,5.0,0.0,1.0,1.0,1.0,1
A140KFMVPOLASZ,0.0,5.0,0.0,1.0,1.0,1.0,1
A140SPVDYIRXZA,0.0,5.0,0.0,1.0,1.0,1.0,1
A1413HQ9UF22C5,0.0,5.0,0.0,1.0,1.0,1.0,1
A1415PRQTR4HMY,0.0,4.0,0.0,1.0,0.0,1.0,1
A141E91QV31KER,0.0,4.0,0.0,1.0,0.0,1.0,2
A141NV31GSC2CQ,0.0,5.0,0.0,1.0,1.0,1.0,1
A1423HNZ15ZCQZ,0.43067655807339306,3.5,2.1213203435596424,0.5693234419266069,0.5,0.5,2
A14344GE7UZNTJ,0.0,4.0,0.0,1.0,0.0,1.0,1
A1435OKJPDTTGP,0.0,5.0,0.0,1.0,1.0,1.0,1
A1435P5AMCPB3X,0.0,5.0,0.0,1.0,1.0,1.0,1
A14399DQBS4QD1,0.0,4.0,0.0,1.0,0.0,1.0,1
A143LJ4G2OPP7T,0.0,5.0,0.0,1.0,1.0,1.0,1
A143X0EUX2LCDS,0.0,3.0,0.0,1.0,0.0,0.0,1
A14453U0KFWF31,0.0,5.0,0.0,1.0,1.0,1.0,1
A145GBOUVLGECJ,0.0,5.0,0.0,1.0,1.0,1.0,1
A145LBW8ZHF0TW,0.43067655807339306,4.5,0.7071067811865476,0.5693234419266069,0.5,1.0,2
A1463ASM7QMU2I,0.0,3.0,0.0,1.0,0.0,0.0,1
A146CA37V0450V,0.0,5.0,0.0,1.0,1.0,1.0,2
A146H9ZF0SNKLW,0.0,5.0,0.0,1.0,1.0,1.0,1
A146K5OQPHQUMR,0.0,5.0,0.0,1.0,1.0,1.0,1
A14738H3YYX7ZC,0.0,5.0,0.0,1.0,1.0,1.0,1
A1482ISQT966WC,0.0,3.0,0.0,1.0,0.0,0.0,1
A148IYQMD3J6YD,0.0,5.0,0.0,1.0,1.0,1.0,1
A148WA455FCXQZ,0.0,5.0,0.0,1.0,1.0,1.0,1
A149C701MLJDJC,0.0,5.0,0.0,1.0,1.0,1.0,2
A149OQRFVTWJA8,0.0,4.0,0.0,1.0,0.0,1.0,1
A149RNR5RH19YY,0.43067655807339306,4.5,0.5773502691896258,0.5693234419266069,0.5,1.0,4
A149VXBN2A971G,0.0,5.0,0.0,1.0,1.0,1.0,1
A14BXZ2BXGLTXN,0.0,5.0,0.0,1.0,1.0,1.0,1
A14DNCG5WHM86Z,0.0,4.0,0.0,1.0,0.0,1.0,1
A14EO36F2S1A90,0.0,5.0,0.0,1.0,1.0,1.0,1
A14FFSOOTP0FR,0.0,5.0,0.0,1.0,1.0,1.0,1
A14G7W2YFFNM43,0.0,1.0,0.0,1.0,0.0,0.0,1
A14GKZOAPB9CHY,0.0,5.0,0.0,1.0,1.0,1.0,1
A14GSHEE7T0KCC,0.0,5.0,0.0,1.0,1.0,1.0,1
A14GSTIN77TLSR,0.0,4.0,0.0,1.0,0.0,1.0,1
A14HHLBGGNNCFK,0.0,5.0,0.0,1.0,1.0,1.0,1
A14I1F2H7NOYDC,0.0,5.0,0.0,1.0,1.0,1.0,1
A14JBDSWKPKTZA,0.0,5.0,0.0,1.0,1.0,1.0,7
A14JTZ14GIYM3E,0.0,5.0,0.0,1.0,1.0,1.0,1
A14LG64GIVZIGS,0.0,5.0,0.0,1.0,1.0,1.0,2
A14LKBOG9SVEFT,0.0,5.0,0.0,1.0,1.0,1.0,1
A14MDHUI5P0029,0.0,5.0,0.0,1.0,1.0,1.0,1
A14ME4FQBNFYWH,0.0,4.0,0.0,1.0,0.0,1.0,2
A14MER71N2DCDW,0.0,5.0,0.0,1.0,1.0,1.0,1
A14NAUYC6CGPDG,0.0,2.0,0.0,1.0,0.0,0.0,1
A14NF0ZJXRYNO3,0.0,1.0,0.0,1.0,0.0,0.0,1
A14NIA30HFV68D,0.0,5.0,0.0,1.0,1.0,1.0,1
A14NSELR34WBZE,0.0,3.0,0.0,1.0,0.0,0.0,1
A14O9P3DV5EHKO,0.0,3.0,0.0,1.0,0.0,0.0,1
A14OG85Y77RQVY,0.0,4.0,0.0,1.0,0.0,1.0,1
A14PHG6QJ1DTG,0.0,5.0,0.0,1.0,1.0,1.0,3
A14PTBE6AR7MTA,0.0,4.0,0.0,1.0,0.0,1.0,1
A14Q1WGNF9DM3A,0.0,5.0,0.0,1.0,1.0,1.0,1
A14QFQFF3ZX575,0.0,1.0,0.0,1.0,0.0,0.0,1
A14QLW52ATB8W5,0.0,5.0,0.0,1.0,1.0,1.0,1
A14QOPWXLIA7A8,0.0,5.0,0.0,1.0,1.0,1.0,2
A14QXPTYZ90Q7M,0.0,2.0,0.0,1.0,0.0,0.0,1
A14R4K86STZFD2,0.0,5.0,0.0,1.0,1.0,1.0,1
A14RFF9JUIM34U,0.0,4.0,0.0,1.0,0.0,1.0,1
A14SAQRMULWQBV,0.0,5.0,0.0,1.0,1.0,1.0,1
A14SPNJ9UVG42,0.0,4.0,0.0,1.0,0.0,1.0,1
A14UXJ0TN7VIST,0.0,4.0,0.0,1.0,0.0,1.0,1
A14VEJF020O9D2,0.0,5.0,0.0,1.0,1.0,1.0,1
A14VMJEA22VY1A,0.43067655807339306,3.5,0.7071067811865476,0.5693234419266069,0.0,0.5,2
A14VXKTBKGZ9SD,0.43067655807339306,4.0,1.4142135623730951,0.5693234419266069,0.5,0.5,2
A14WXFRFJLJPP5,0.0,5.0,0.0,1.0,1.0,1.0,1
A14XUCN5OC998O,0.0,4.0,0.0,1.0,0.0,1.0,1
A14Y070B40ZGMR,0.0,5.0,0.0,1.0,1.0,1.0,1
A14YZVQTMRO7NE,0.0,5.0,0.0,1.0,1.0,1.0,1
A150YMM55VZQ4A,0.0,3.0,0.0,1.0,0.0,0.0,1
A15225S9RRISLK,0.6826061944859853,3.0,1.0,0.31739380551401475,0.0,0.3333333333333333,3
A1522TN5FVJL0Y,0.0,5.0,0.0,1.0,1.0,1.0,2
A152ZT3Y3Q4VQQ,0.0,5.0,0.0,1.0,1.0,1.0,1
A152ZZZPA3BAGU,0.0,3.0,0.0,1.0,0.0,0.0,1
A153K6XUY9L0CF,0.0,5.0,0.0,1.0,1.0,1.0,1
A153OJR22XJQF1,0.0,1.0,0.0,1.0,0.0,0.0,1
A154N4DL6101SC,0.0,4.0,0.0,1.0,0.0,1.0,1
A154R0EH8V8J23,0.0,4.0,0.0,1.0,0.0,1.0,1
A1554THSW3S7WZ,0.0,5.0,0.0,1.0,1.0,1.0,1
A155DQ97UZVJSR,0.0,4.0,0.0,1.0,0.0,1.0,1
A155E6PQ1EO3NO,0.0,5.0,0.0,1.0,1.0,1.0,1
A155WK4J425WSQ,0.0,1.0,0.0,1.0,0.0,0.0,1
A155YL0Y0GKUW5,0.0,5.0,0.0,1.0,1.0,1.0,1
A1561RLF0OTK39,0.0,4.0,0.0,1.0,0.0,1.0,1
A1579YT6JXUHUF,0.0,3.0,0.0,1.0,0.0,0.0,1
A158D4T6S70AWO,0.0,5.0,0.0,1.0,1.0,1.0,1
A1590KJR2FEHI7,0.0,5.0,0.0,1.0,1.0,1.0,1
A1591PJYM84XQT,0.0,5.0,0.0,1.0,1.0,1.0,1
A15AWJSRSMYJ60,0.0,4.0,0.0,1.0,0.0,1.0,1
A15BN1AMRT8FP1,0.0,4.0,0.0,1.0,0.0,1.0,2
A15DIP9QPUR6IR,0.0,1.0,0.0,1.0,0.0,0.0,1
A15DKJQPGXVLQ3,0.0,5.0,0.0,1.0,1.0,1.0,1
A15EJW1B60SVCA,0.43067655807339306,4.0,1.4142135623730951,0.5693234419266069,0.5,0.5,2
